,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,345.198,10.5787,345.281,13.0062,345.499,10.5695,350.391,13.0097,355.549,10.5485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.688,45.9898
neck,340.29,96.7742,340.299,96.776,340.517,96.7244,345.207,96.6921,350.341,96.7858,350.595,96.9386,360.504,101.725,365.56,101.827,360.529,101.869,355.591,102.063
RShoulder,279.407,96.5913,279.488,96.6156,289.608,96.5685,294.495,96.6096,299.679,96.6122,304.585,96.749,304.871,97.0432,304.945,101.727,304.84,101.727,304.749,101.851
RElbow,208.468,97.0093,213.35,97.0232,213.589,96.947,218.615,96.8438,223.552,96.8662,223.881,96.9472,233.803,101.784,238.844,101.906,233.895,101.877,233.88,102.141
RWrist,137.308,96.7421,137.375,96.7795,137.521,91.8048,142.518,91.6955,142.639,86.6923,147.643,81.6198,167.727,91.7248,167.921,91.8099,172.744,91.8777,172.916,96.7101
LShoulder,391.119,96.824,391.066,96.815,396.021,96.8307,401.061,96.7717,411.255,96.8977,416.256,97.0819,416.4,101.857,421.183,101.89,416.399,101.954,416.352,102.134
LElbow,466.973,96.9461,466.986,96.9915,467.16,96.9168,467.287,96.9395,472.238,97.0087,477.27,101.858,487.457,102.007,492.483,102.123,492.478,101.979,487.416,102.047
LWrist,543.137,91.717,543.022,91.75,548.023,91.7215,548.052,91.6179,553.329,86.6935,558.491,96.7056,568.483,96.9988,568.484,97.0453,573.523,96.7626,553.468,96.5722
MidHip,340.193,254.16,340.181,254.034,340.32,253.997,340.414,254.029,345.375,258.923,345.48,258.986,345.585,259.227,345.533,259.259,350.344,259.21,345.628,259.242
RHip,299.938,254.041,299.925,253.93,304.628,253.871,304.738,253.894,310.0,254.11,314.928,254.123,314.955,259.012,314.952,259.044,320.049,259.059,319.95,259.092
RKnee,299.436,380.9,299.453,380.743,294.733,380.618,294.453,375.692,294.55,360.673,294.555,365.607,289.491,360.526,289.623,365.628,299.71,365.677,304.582,375.621
RAnkle,294.612,472.283,289.567,472.283,274.489,472.243,264.264,472.234,264.168,472.212,264.348,472.246,264.341,472.245,299.823,472.24,310.038,472.255,330.169,472.268
LHip,375.739,258.931,375.722,254.108,375.854,254.093,380.594,254.146,380.795,259.061,380.861,259.166,381.032,264.019,380.947,264.042,381.057,259.34,381.036,259.36
LKnee,380.776,385.947,380.714,385.839,380.831,385.716,380.811,385.756,380.909,380.934,381.084,381.018,385.806,385.831,381.028,385.742,385.818,385.732,385.847,385.698
LAnkle,386.197,472.306,386.12,472.294,385.762,472.294,380.823,472.283,380.899,472.286,380.98,472.282,385.731,472.294,385.925,472.292,385.909,472.294,385.962,472.299
REye,340.032,13.0377,340.085,13.0421,340.315,13.0359,340.478,13.0454,345.6,13.0218,0.0,0.0,350.616,10.583,355.51,10.5592,0.0,0.0,0.0,0.0
LEye,350.506,13.0298,350.588,13.035,355.621,13.0322,365.573,13.0481,375.674,13.0219,0.0,0.0,380.736,10.5704,0.0,0.0,0.0,0.0,0.0,0.0
REar,310.024,10.574,310.076,10.563,319.984,10.5676,320.085,10.5677,0.0,0.0,0.0,0.0,340.5,40.9629,345.15,46.0272,340.499,46.1638,340.392,51.1425
LEar,0.0,0.0,0.0,0.0,0.0,0.0,380.685,10.5635,0.0,0.0,0.0,0.0,386.052,46.1551,386.14,51.0233,386.052,51.2238,386.07,51.2885
LBigToe,385.827,472.337,385.808,472.325,0.0,0.0,380.722,472.315,0.0,0.0,380.71,472.303,0.0,0.0,0.0,0.0,385.92,472.333,385.925,472.338
LSmallToe,406.277,472.328,406.272,472.316,0.0,0.0,391.007,472.311,0.0,0.0,391.052,472.309,0.0,0.0,0.0,0.0,406.19,472.324,411.257,472.325
LHeel,386.119,472.294,386.141,472.282,385.809,472.284,380.84,472.273,381.024,472.282,381.036,472.274,385.773,472.284,385.964,472.283,385.854,472.293,385.895,472.3
RBigToe,284.538,472.315,279.422,472.308,269.355,472.263,259.099,472.241,254.093,472.237,259.183,472.266,259.086,472.274,294.692,472.281,304.83,472.281,314.981,472.31
RSmallToe,0.0,0.0,0.0,0.0,269.294,472.293,259.045,472.287,254.026,472.263,259.08,472.292,254.068,472.29,294.693,472.301,304.837,472.3,0.0,0.0
RHeel,299.646,472.272,294.678,472.268,289.465,472.231,269.314,472.228,269.293,472.215,269.412,472.236,269.428,472.237,309.765,472.232,325.094,472.251,335.276,472.248
