,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,259.002,137.27,259.031,137.372,254.032,132.426,254.061,137.282,254.125,137.447,254.138,137.458,258.924,132.348,259.017,132.249,259.228,132.329,259.161,132.2
neck,264.418,178.012,264.406,178.014,264.425,177.951,269.276,177.99,269.305,178.015,269.358,178.032,269.385,177.906,269.369,177.852,269.388,177.845,269.401,177.882
RShoulder,243.935,178.21,243.867,178.218,243.907,178.143,253.924,178.155,253.948,178.211,254.002,178.219,254.004,178.078,253.933,178.042,253.895,178.037,253.937,178.066
RElbow,223.838,223.816,223.752,223.853,228.642,223.919,228.892,223.945,228.891,228.78,228.887,228.797,228.823,228.736,228.657,228.647,223.883,223.883,228.709,228.678
RWrist,218.395,264.402,218.338,269.261,218.554,269.271,218.472,269.266,218.514,274.283,218.661,274.366,218.667,279.371,218.596,279.441,218.54,279.427,218.649,279.396
LShoulder,299.872,177.856,299.91,177.831,299.889,177.799,304.548,177.836,304.558,177.817,304.602,177.865,304.621,177.745,304.643,173.014,304.72,172.998,304.701,177.729
LElbow,309.792,223.814,309.993,223.638,310.063,223.705,319.949,223.549,320.0,223.594,324.999,223.755,315.025,223.869,319.941,223.692,320.034,223.597,319.998,223.673
LWrist,304.859,284.438,304.923,274.424,304.924,279.508,305.076,269.317,305.039,269.456,305.051,274.483,304.953,289.627,305.05,284.565,305.017,279.515,305.09,284.436
MidHip,264.119,289.502,264.218,289.618,264.274,289.582,264.353,289.582,264.377,294.447,264.428,294.585,264.419,294.665,264.452,294.58,264.442,294.525,264.473,294.505
RHip,243.954,289.558,248.961,294.467,249.057,294.439,253.977,294.436,254.004,294.542,254.093,294.685,254.034,299.445,254.048,294.702,254.022,294.642,254.077,294.61
RKnee,253.937,375.69,249.03,380.566,253.852,375.859,253.982,375.765,253.901,375.774,254.074,380.628,258.868,380.902,258.883,380.893,258.842,380.879,254.115,380.865
RAnkle,259.21,472.182,259.097,472.197,259.176,472.188,259.097,441.768,259.213,472.172,259.316,472.174,259.309,472.191,259.37,472.199,259.327,472.214,259.317,472.22
LHip,289.642,289.493,294.507,289.618,294.579,289.593,294.621,289.604,294.651,294.45,294.683,294.611,294.705,294.687,299.445,294.575,299.453,294.504,299.477,294.494
LKnee,304.555,370.765,304.668,375.633,304.688,375.669,304.584,375.654,304.635,375.785,304.703,380.688,304.788,380.951,304.878,380.862,304.861,380.792,304.853,380.824
LAnkle,330.026,446.88,335.021,472.194,335.045,472.179,330.142,446.836,335.207,472.188,335.218,472.193,335.301,472.211,340.062,472.195,340.026,472.198,340.08,472.21
REye,253.935,132.181,253.934,132.301,243.977,122.275,248.924,132.152,248.971,132.355,249.021,132.362,249.031,122.174,253.912,117.219,254.168,122.189,254.077,117.137
LEye,259.372,127.354,263.975,132.208,259.169,122.257,259.183,127.347,259.201,132.297,259.195,132.314,259.341,117.21,263.98,117.147,264.167,122.126,264.12,117.11
REar,254.023,137.568,254.002,137.585,254.026,137.417,258.947,137.546,258.911,142.294,258.962,142.279,258.87,137.367,258.945,137.261,258.887,137.169,258.903,137.142
LEar,269.423,137.137,269.495,132.43,269.38,132.199,269.386,132.378,269.387,137.159,269.379,137.183,274.44,127.182,274.488,127.17,279.527,127.213,279.493,127.209
LBigToe,315.07,472.206,315.016,472.233,315.064,472.227,314.937,472.208,320.016,472.224,320.02,472.219,325.17,472.247,0.0,0.0,0.0,0.0,0.0,0.0
LSmallToe,340.441,472.222,345.161,472.256,345.166,472.246,340.395,472.228,345.223,472.251,345.186,472.248,345.323,472.263,0.0,0.0,0.0,0.0,0.0,0.0
LHeel,330.117,472.187,335.164,472.217,335.179,472.203,335.098,472.184,340.082,472.212,340.105,472.217,340.201,472.23,340.233,472.213,340.225,472.217,340.277,472.228
RBigToe,258.927,472.214,254.133,472.226,258.907,472.219,258.871,472.192,258.922,472.205,259.024,472.203,258.972,472.231,259.119,472.235,259.066,472.243,259.011,472.249
RSmallToe,249.026,472.215,248.978,472.233,253.887,472.227,248.986,472.185,253.927,472.21,254.013,472.207,254.038,472.227,254.119,472.232,254.098,472.245,254.043,472.253
RHeel,264.214,472.214,264.172,472.219,264.212,472.212,264.185,472.184,264.247,472.203,264.311,472.208,264.246,472.216,264.305,472.22,264.259,472.229,264.279,472.231
