,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,339.984,122.122,335.149,127.161,335.048,122.299,335.068,117.149,330.166,117.167,330.227,117.06,335.062,117.103,340.023,127.204,340.031,122.268,340.031,117.173
neck,340.466,177.701,340.444,177.745,340.416,177.699,340.319,172.917,340.29,172.858,340.253,172.908,340.229,172.967,340.299,177.688,340.384,177.717,340.366,172.959
RShoulder,304.892,173.006,304.873,177.725,304.84,177.703,304.681,172.891,304.611,172.835,304.545,172.883,304.549,172.968,304.644,177.72,304.772,177.718,304.775,172.983
RElbow,299.465,223.596,299.531,223.73,299.546,223.709,299.406,223.621,299.392,223.584,294.718,223.659,294.652,223.759,299.467,223.769,299.512,223.662,299.54,223.648
RWrist,284.48,269.482,284.506,279.391,289.462,274.336,274.406,274.434,274.445,274.356,279.379,274.363,279.346,279.366,279.442,279.408,279.508,274.294,279.451,269.344
LShoulder,380.664,177.875,380.64,177.898,380.597,177.829,375.832,177.753,375.851,173.004,375.831,177.707,375.758,177.766,375.87,177.779,380.604,177.844,380.573,177.759
LElbow,380.964,228.623,380.983,228.682,381.022,228.658,381.057,223.765,381.022,223.679,380.986,223.687,381.004,223.823,385.693,223.819,381.094,223.911,385.685,223.775
LWrist,375.715,279.462,375.75,284.418,375.652,284.434,375.709,279.444,375.76,279.349,375.84,274.474,375.777,284.449,375.883,284.504,375.892,284.575,380.662,284.526
MidHip,335.04,289.626,335.082,294.462,335.083,294.45,330.111,289.534,330.062,289.44,330.131,289.469,330.192,289.55,335.064,289.596,335.055,289.654,335.04,289.57
RHip,304.725,289.517,304.802,289.605,304.781,289.597,304.612,284.561,304.579,284.487,304.624,284.521,304.646,289.459,304.718,289.516,304.708,289.542,304.71,289.461
RKnee,294.71,380.578,294.683,375.79,294.698,375.883,294.656,375.795,294.624,375.801,294.583,375.752,294.639,375.835,294.608,375.823,294.583,380.615,294.606,375.8
RAnkle,264.398,472.221,264.471,472.206,269.23,472.209,269.24,472.206,269.261,472.205,264.504,472.205,269.24,472.194,264.429,472.21,269.199,472.209,269.276,472.207
LHip,345.599,294.468,345.585,294.513,345.612,294.488,345.494,289.624,345.457,289.495,345.498,289.536,345.538,289.606,345.619,289.652,345.62,294.486,345.603,289.626
LKnee,350.334,381.0,350.388,380.956,345.642,380.904,345.503,380.935,345.525,380.908,345.52,380.91,345.593,380.883,350.454,380.939,350.39,381.062,350.446,380.94
LAnkle,345.452,472.237,345.488,472.225,345.48,472.221,345.471,472.214,345.589,472.217,345.336,472.219,345.35,472.221,345.506,472.231,345.293,472.241,345.489,472.234
REye,330.202,107.093,325.161,111.994,325.073,107.215,325.085,107.0,320.108,107.001,325.009,106.943,324.988,106.949,330.157,112.098,330.172,111.987,330.171,107.019
LEye,340.386,107.169,340.234,112.061,340.168,112.031,340.197,107.051,340.112,107.056,340.145,106.981,340.2,107.018,340.401,112.121,340.427,112.039,340.445,107.101
REar,325.132,122.24,324.99,127.173,324.959,122.279,320.066,122.119,320.035,117.235,315.035,117.105,314.858,117.085,314.855,127.146,315.006,122.205,319.938,117.176
LEar,350.415,122.122,345.675,117.211,345.651,117.159,345.677,112.177,345.665,112.131,345.631,112.09,345.585,112.193,345.612,117.2,350.323,117.177,350.384,117.085
LBigToe,345.404,472.247,345.389,472.239,345.464,472.231,345.369,472.229,345.451,472.237,345.241,472.233,345.301,472.232,345.409,472.248,345.254,472.261,345.424,472.25
LSmallToe,360.604,472.26,360.596,472.254,365.582,472.247,360.575,472.242,365.647,472.249,355.521,472.246,355.527,472.247,360.607,472.26,355.544,472.265,365.59,472.261
LHeel,345.444,472.246,345.487,472.232,345.519,472.231,345.535,472.222,0.0,0.0,345.422,472.226,345.408,472.229,345.516,472.24,345.256,472.248,345.473,472.242
RBigToe,259.299,472.253,264.081,472.243,264.285,472.249,259.244,472.236,259.236,472.236,259.089,472.235,264.156,472.236,264.087,472.243,264.249,472.247,264.189,472.243
RSmallToe,259.029,472.248,259.03,472.234,259.119,472.24,254.127,472.221,254.086,472.22,253.999,472.218,259.015,472.222,258.981,472.237,259.079,472.24,259.078,472.236
RHeel,269.437,472.237,274.358,472.227,274.434,472.227,274.447,472.226,279.35,472.223,274.392,472.223,274.464,472.218,274.309,472.229,274.379,472.228,279.377,472.227
