,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,467.146,56.352,467.144,56.3986,467.382,56.322,487.343,56.5039,482.314,56.4,487.329,56.4116,472.279,56.2709,477.19,56.3114,467.089,56.3046,466.982,56.368
neck,472.082,96.8364,467.358,96.8885,472.148,96.789,472.214,96.848,482.191,96.8505,482.286,96.9281,487.299,96.9708,472.331,96.7663,472.105,96.9087,467.248,96.8705
RShoulder,451.727,96.8705,446.74,96.8923,446.874,96.7399,446.679,96.7986,451.798,96.8183,451.895,96.8696,456.885,96.9519,446.847,96.7042,436.75,96.9289,436.743,96.8988
RElbow,466.975,107.194,466.896,102.141,421.467,102.167,396.132,101.957,411.313,112.03,411.311,122.172,426.548,137.223,421.482,137.176,401.078,122.288,396.009,122.27
RWrist,527.997,86.7829,527.909,91.6027,472.15,96.5785,451.89,76.6551,426.599,66.5932,416.31,66.614,431.474,96.809,446.732,91.7173,456.764,96.7372,416.258,102.205
LShoulder,502.748,96.764,502.752,96.813,507.489,96.7874,507.708,96.8699,512.852,96.8182,517.782,96.9259,517.801,96.8425,507.834,96.738,507.682,96.7877,507.469,96.7451
LElbow,548.223,86.698,548.094,91.6287,542.984,96.582,548.233,91.7093,558.392,76.5971,563.478,86.7261,578.584,76.6545,553.293,76.6232,548.32,66.3702,548.001,61.4772
LWrist,578.703,56.332,583.452,56.2182,578.539,56.5519,583.53,56.3997,583.768,56.2225,578.736,56.2889,573.569,51.176,548.483,50.9774,543.013,46.1308,538.139,50.9611
MidHip,472.119,218.74,472.121,218.769,472.216,218.623,472.286,218.713,472.26,218.642,472.122,218.633,467.313,218.598,467.178,218.65,467.101,218.748,466.947,223.438
RHip,461.763,218.75,461.738,218.757,461.728,218.608,461.851,218.682,461.759,218.614,456.94,218.579,456.784,218.496,451.884,218.565,446.772,218.706,441.651,218.783
RKnee,457.034,314.973,457.008,315.033,461.736,310.036,461.914,314.86,461.841,315.051,461.724,310.039,446.808,315.009,436.746,319.971,431.686,319.928,431.706,320.087
RAnkle,446.855,411.287,446.737,411.26,451.796,401.182,451.858,406.163,456.856,411.217,451.776,411.215,436.566,411.205,431.503,411.212,436.576,401.188,436.727,401.164
LHip,502.358,218.745,502.381,218.798,502.536,218.686,502.533,223.418,502.546,218.741,502.471,218.771,502.375,218.764,497.573,218.806,497.562,223.494,497.411,223.565
LKnee,487.444,314.957,487.389,314.997,497.303,314.854,497.321,314.99,492.392,319.92,487.392,314.916,487.328,320.096,482.26,325.142,477.215,330.004,472.36,330.167
LAnkle,472.151,386.142,472.258,390.971,482.305,385.884,487.314,391.039,482.316,396.165,472.171,381.003,502.478,401.184,497.443,411.344,497.571,401.168,502.357,411.23
REye,462.174,56.0657,462.157,56.0903,466.896,56.0277,467.365,56.1483,467.335,56.0592,472.106,56.077,467.141,55.9624,467.195,55.9323,462.088,55.9482,462.031,55.9859
LEye,472.197,51.2819,472.215,55.9593,477.192,51.265,497.296,56.0453,497.283,51.2953,497.444,55.9722,487.333,51.1827,487.448,51.253,472.141,51.1912,472.059,51.2439
REar,461.684,56.4606,457.016,56.4628,461.69,56.3661,461.972,56.4756,462.092,56.382,462.193,56.3597,462.092,56.4087,461.983,56.2333,456.88,56.3624,456.85,56.258
LEar,492.459,56.1557,492.513,56.1666,497.443,56.1406,502.531,56.2668,502.743,56.2825,507.409,56.3399,502.715,56.2859,502.543,56.1613,497.4,56.2032,492.495,56.2206
LBigToe,502.498,411.205,507.517,411.334,507.704,406.203,507.723,416.176,502.702,416.42,507.57,406.226,507.819,421.284,502.507,421.535,497.543,421.383,492.318,421.576
LSmallToe,502.745,396.154,507.624,401.155,512.653,391.052,512.674,401.182,507.767,411.317,507.783,390.951,517.852,416.221,507.71,421.388,507.605,421.261,502.613,421.592
LHeel,467.153,386.142,467.248,391.014,472.228,385.92,472.349,391.0,477.238,396.123,467.142,385.772,497.49,411.181,487.396,416.356,497.45,411.209,502.422,416.303
RBigToe,466.866,421.59,462.15,421.535,462.11,421.358,462.118,421.475,462.001,426.271,462.196,421.537,451.816,426.247,436.74,426.226,431.549,421.53,426.494,421.538
RSmallToe,446.841,421.574,446.789,421.53,441.774,421.338,441.783,421.414,441.65,421.534,446.698,421.55,426.653,421.504,426.362,421.454,421.55,421.237,421.329,421.154
RHeel,446.848,416.428,446.837,416.42,451.845,416.154,451.88,416.232,456.969,421.142,451.718,416.39,446.7,416.43,436.649,416.397,451.783,416.191,456.771,416.239
