,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,173.009,127.213,172.776,127.245,167.926,127.242,167.77,132.189,167.729,127.351,162.778,127.258,172.737,127.181,172.783,127.332,172.982,127.166,177.926,132.389
neck,177.952,172.802,177.704,172.984,172.91,173.0,172.876,177.722,172.792,172.931,172.834,172.899,177.674,172.778,177.773,172.802,177.769,172.757,178.135,177.773
RShoulder,137.66,177.713,137.451,177.93,137.449,177.891,137.419,178.017,137.269,177.935,137.213,177.809,137.431,177.782,137.546,177.798,137.525,177.704,142.76,177.934
RElbow,122.147,218.795,117.134,223.872,117.218,228.619,122.284,223.839,112.072,228.729,106.942,223.552,112.087,223.62,112.121,223.47,117.214,223.834,137.123,223.685
RWrist,137.438,213.388,137.358,213.445,137.619,218.588,137.389,248.898,137.542,228.631,132.395,213.443,137.358,198.274,132.303,198.346,142.473,218.607,142.278,254.15
LShoulder,213.602,167.769,208.471,167.928,193.332,172.817,198.283,172.779,198.226,167.861,198.257,167.919,208.336,162.873,213.334,162.865,213.454,162.817,213.422,172.97
LElbow,233.859,188.299,228.778,203.368,223.938,193.299,228.932,203.39,228.847,198.286,223.892,193.194,228.787,188.211,228.63,188.067,223.58,208.398,223.593,218.545
LWrist,223.715,177.937,223.668,172.883,228.621,172.85,223.732,167.902,223.748,167.931,218.671,172.993,223.493,172.755,223.582,167.922,0.0,0.0,0.0,0.0
MidHip,182.84,284.434,178.182,289.615,177.941,284.529,177.9,289.504,177.883,289.438,178.016,284.448,178.186,284.475,178.117,284.505,178.128,289.575,182.835,289.548
RHip,147.78,284.555,147.69,294.511,147.493,289.511,147.505,289.637,142.78,289.603,147.495,289.437,147.643,289.492,147.582,289.508,147.604,294.451,152.671,289.632
RKnee,152.594,380.968,152.663,385.693,147.574,380.796,147.483,380.739,147.545,380.846,147.741,380.868,152.587,380.99,147.719,385.754,147.599,385.809,147.567,385.9
RAnkle,157.73,472.255,167.892,472.254,162.689,472.268,157.787,472.263,162.738,472.264,167.93,472.263,167.92,472.259,172.775,472.269,162.779,472.287,162.757,472.286
LHip,213.358,279.476,208.421,289.486,193.318,279.449,193.259,284.436,193.288,279.468,203.259,279.38,208.45,279.429,208.363,279.467,208.466,284.567,213.284,289.464
LKnee,218.655,380.718,218.619,380.828,218.512,375.689,218.386,370.744,218.56,375.682,218.675,375.614,218.748,375.659,223.436,375.776,223.7,375.88,223.823,380.631
LAnkle,238.876,472.219,238.827,472.201,233.737,472.208,228.631,472.198,233.734,472.193,233.706,472.202,233.919,472.209,248.869,472.214,253.966,472.219,259.012,472.223
REye,162.733,112.12,152.674,112.163,152.586,112.1,147.705,117.208,147.678,117.112,147.586,112.15,152.637,112.061,152.704,117.063,157.811,112.035,172.846,122.256
LEye,178.049,112.104,177.865,112.125,177.785,112.131,172.989,117.14,172.965,117.077,172.897,112.158,177.828,112.058,177.868,117.062,178.021,112.025,182.786,122.199
REar,147.51,127.204,142.455,132.178,142.391,127.325,142.288,132.341,142.308,132.22,142.263,127.265,142.402,127.241,142.531,127.35,142.68,127.188,157.655,132.309
LEar,183.28,122.153,183.116,127.19,182.978,127.238,182.897,127.299,182.843,127.261,182.827,122.287,183.042,122.279,183.119,127.158,183.214,122.237,183.391,132.375
LBigToe,0.0,0.0,0.0,0.0,0.0,0.0,228.678,472.225,0.0,0.0,0.0,0.0,233.816,472.233,0.0,0.0,0.0,0.0,0.0,0.0
LSmallToe,0.0,0.0,0.0,0.0,0.0,0.0,254.092,472.23,0.0,0.0,0.0,0.0,259.273,472.23,0.0,0.0,0.0,0.0,0.0,0.0
LHeel,238.85,472.229,238.817,472.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.855,472.227,0.0,0.0,253.948,472.245,259.054,472.245
RBigToe,0.0,0.0,157.757,472.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.757,472.313,0.0,0.0,152.71,472.312
RSmallToe,0.0,0.0,157.714,472.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.733,472.319,0.0,0.0,0.0,0.0
RHeel,167.807,472.257,172.977,472.254,167.84,472.263,167.839,472.26,167.912,472.257,172.952,472.259,172.944,472.259,173.004,472.264,172.768,472.28,167.912,472.274
