,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,385.808,137.49,385.731,142.451,385.81,147.508,381.065,142.425,380.853,137.508,380.802,137.527,381.015,142.642,381.02,142.603,381.047,142.323,380.809,132.442
neck,380.94,177.709,380.936,182.94,380.904,183.293,380.712,178.152,380.561,177.706,375.88,177.752,375.749,182.951,375.828,183.038,375.681,178.013,375.617,167.939
RShoulder,345.653,172.736,345.592,178.156,345.597,182.953,345.278,177.847,345.129,167.885,345.217,167.911,340.47,177.96,340.52,178.013,340.42,172.844,340.286,157.769
RElbow,315.031,208.446,325.079,223.502,325.025,223.428,314.995,218.647,310.05,213.513,309.993,208.471,319.95,223.537,315.044,223.415,309.9,218.279,309.865,213.444
RWrist,345.417,218.304,375.65,223.859,365.579,223.72,350.614,213.433,350.393,213.501,340.405,218.296,380.633,223.851,365.546,223.696,345.606,218.507,350.431,213.555
LShoulder,411.277,177.976,411.188,183.199,411.188,188.21,406.264,183.019,396.166,177.941,396.197,177.983,391.193,183.304,396.062,188.081,391.158,182.944,391.005,172.934
LElbow,426.513,218.751,426.551,223.849,421.548,233.824,426.508,223.662,421.43,218.662,421.587,218.731,411.289,228.842,416.418,228.726,421.506,223.612,416.339,218.411
LWrist,456.804,223.586,456.964,213.547,451.88,223.892,426.436,223.809,426.443,218.478,431.597,203.324,421.601,228.628,431.522,218.658,446.83,198.381,426.31,218.354
MidHip,386.051,264.08,390.99,274.304,386.223,274.41,385.942,264.294,385.76,259.176,380.846,259.25,381.019,274.312,380.958,279.34,380.722,279.389,375.893,269.261
RHip,380.659,259.365,381.045,269.441,380.983,269.479,375.691,264.198,375.705,259.05,360.634,259.129,365.64,269.485,355.638,274.365,350.57,274.475,350.365,269.226
RKnee,467.152,299.446,467.324,299.844,467.216,299.845,466.96,299.493,466.847,299.447,461.871,299.556,451.866,335.149,426.447,345.203,396.188,360.66,380.875,365.598
RAnkle,502.805,401.234,512.894,416.424,517.838,421.205,507.534,411.329,502.522,416.231,497.52,421.401,482.315,446.835,467.339,472.212,426.493,472.177,385.848,472.198
LHip,406.182,264.188,406.244,279.348,406.153,279.526,406.216,264.379,395.986,259.255,390.967,259.285,396.054,274.315,396.067,279.395,391.034,279.412,386.209,269.274
LKnee,421.609,360.545,426.317,375.737,426.539,375.807,421.485,355.511,421.243,345.37,421.468,350.418,421.283,375.569,421.131,375.828,401.06,375.764,390.915,370.737
LAnkle,391.007,472.237,406.165,472.256,406.206,472.261,406.232,472.192,396.099,472.162,386.151,472.194,385.733,472.215,381.049,472.232,396.162,472.178,385.842,472.187
REye,380.943,132.401,380.871,137.461,380.936,142.432,380.76,137.421,380.537,132.438,375.842,137.116,380.757,137.625,380.763,137.588,380.781,137.301,375.789,122.291
LEye,390.908,137.186,386.158,137.548,386.222,142.524,386.077,137.508,385.814,137.175,385.767,137.207,386.027,142.35,386.044,142.323,386.056,137.455,385.736,127.226
REar,375.585,137.342,370.64,142.292,370.785,142.689,365.634,142.261,360.64,137.373,360.606,137.386,360.661,142.319,365.556,142.342,365.566,137.512,355.582,127.309
LEar,396.14,137.582,396.055,142.67,396.117,147.729,391.174,142.583,390.94,137.555,386.24,137.604,391.005,147.496,391.057,147.52,391.022,142.505,386.123,132.331
LBigToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.122,472.218,386.052,472.24,0.0,0.0,380.811,472.244,0.0,0.0,386.106,472.242
LSmallToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.27,472.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHeel,386.04,472.265,396.096,472.278,396.045,472.28,401.155,472.237,0.0,0.0,385.936,472.231,380.937,472.233,380.882,472.245,386.165,472.226,380.764,472.24
RBigToe,548.279,406.23,568.495,411.229,558.374,416.397,548.395,416.404,543.278,421.239,538.114,426.378,497.523,472.151,472.201,472.212,436.746,472.158,386.108,472.205
RSmallToe,538.14,421.322,548.458,421.429,548.195,426.253,538.14,426.255,527.936,426.384,512.848,431.494,0.0,0.0,0.0,0.0,436.724,472.199,386.003,472.227
RHeel,502.47,421.47,507.822,426.562,512.768,426.575,502.607,421.578,497.422,426.407,492.344,426.8,487.269,472.218,0.0,0.0,426.486,472.215,385.788,472.223
