,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,274.419,96.9492,279.496,96.9395,289.545,97.0161,294.61,101.716,294.638,96.9272,294.652,96.6248,294.605,91.79,294.726,91.6479,299.772,96.5598,304.537,96.7347
neck,264.478,142.531,269.253,142.256,269.412,142.696,274.335,142.724,279.48,142.448,284.55,142.276,289.643,137.469,294.657,137.472,299.458,137.473,299.645,142.372
RShoulder,228.624,142.365,228.649,137.44,228.854,142.453,233.886,142.573,238.914,142.407,243.871,137.647,248.893,137.424,253.996,137.524,258.892,137.574,258.98,142.451
RElbow,203.342,193.18,198.385,188.238,213.555,203.344,218.426,203.329,218.444,198.32,218.608,193.188,218.48,188.114,223.768,188.26,233.747,198.32,228.733,203.297
RWrist,243.841,183.271,238.885,183.292,258.915,203.357,253.996,223.866,258.968,218.759,264.066,183.302,259.179,178.079,264.207,177.826,264.39,193.354,264.265,218.488
LShoulder,304.942,142.764,309.755,142.553,310.032,147.553,314.842,142.795,319.961,142.514,325.152,142.4,330.12,137.521,335.178,137.518,339.997,137.446,340.282,142.311
LElbow,340.213,193.229,340.338,188.345,340.17,213.507,340.37,208.417,355.412,188.08,360.638,188.148,370.647,183.106,370.713,183.11,375.678,183.172,380.562,188.171
LWrist,350.377,147.641,345.63,147.613,340.398,218.663,365.715,167.876,381.021,147.57,385.816,142.625,385.897,137.436,386.111,137.309,386.147,137.428,391.101,142.525
MidHip,264.345,264.432,269.223,264.265,269.491,269.457,279.381,274.305,289.48,269.237,294.468,269.2,299.47,264.323,299.782,264.38,304.58,264.41,304.918,269.308
RHip,243.913,264.381,253.898,264.3,258.89,269.475,259.142,274.292,259.331,269.263,263.979,264.49,264.26,264.305,264.414,264.449,269.439,264.482,279.418,269.339
RKnee,264.066,365.71,264.497,365.572,274.362,375.873,274.447,380.678,274.3,375.879,279.38,375.852,284.51,375.743,294.482,380.597,299.521,380.607,299.474,375.646
RAnkle,284.567,472.194,294.686,451.907,299.675,472.182,294.723,472.184,279.43,472.207,294.467,472.206,289.482,472.217,299.626,472.258,299.44,472.229,299.962,472.214
LHip,299.489,264.455,299.599,264.261,299.848,274.283,304.586,274.328,304.916,269.227,309.849,269.241,315.042,264.349,330.181,264.348,335.223,264.332,340.258,264.471
LKnee,274.391,375.616,284.477,365.617,289.601,375.87,289.578,380.837,299.553,380.696,299.79,380.776,309.765,380.608,330.039,380.612,339.998,375.866,345.651,370.723
LAnkle,264.1,441.81,264.218,436.719,264.082,446.837,264.086,472.184,264.405,472.179,279.479,472.207,299.778,472.207,304.98,472.27,305.03,472.236,340.047,472.199
REye,264.44,91.7961,269.229,91.7423,274.279,91.857,279.479,96.6632,279.518,91.7901,279.522,86.6653,284.425,81.6509,284.528,76.6713,294.671,86.6218,299.533,86.7588
LEye,289.63,96.6148,294.573,96.5586,299.538,96.562,299.744,96.7117,299.769,91.764,299.775,86.6103,299.72,81.6386,299.8,76.5868,304.711,81.6798,304.995,86.7521
REar,259.025,96.7648,259.176,96.631,259.361,96.7291,264.125,96.8169,264.143,96.6713,264.2,91.8199,264.368,91.6863,264.431,91.6522,269.355,91.8605,274.314,96.6262
LEar,299.568,101.708,299.821,96.9247,304.581,96.974,304.842,97.1016,304.959,96.8244,304.939,96.5498,304.807,91.7773,304.92,91.6184,309.912,91.7726,315.033,96.6075
LBigToe,259.247,472.227,259.067,472.221,254.105,472.22,0.0,0.0,264.113,472.25,284.496,472.276,309.872,472.238,315.043,472.296,314.964,472.271,345.205,472.215
LSmallToe,269.333,472.207,269.219,472.212,259.185,472.215,0.0,0.0,269.294,472.241,284.502,472.279,330.124,472.202,335.237,472.26,335.204,472.244,355.511,472.22
LHeel,259.077,472.201,259.179,472.171,259.017,472.194,259.025,472.219,259.193,472.205,0.0,0.0,294.624,472.238,304.839,472.276,304.843,472.233,335.157,472.211
RBigToe,289.646,472.191,299.695,472.197,304.668,472.214,299.765,472.215,279.485,472.221,0.0,0.0,294.571,472.21,0.0,0.0,0.0,0.0,299.727,472.227
RSmallToe,289.633,472.207,294.697,472.189,299.741,472.204,299.684,472.204,0.0,0.0,0.0,0.0,284.5,472.253,0.0,0.0,0.0,0.0,289.59,472.246
RHeel,284.495,472.226,294.71,472.193,299.619,472.211,294.539,472.215,0.0,0.0,0.0,0.0,0.0,0.0,299.487,472.255,0.0,0.0,299.874,472.233
