,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,390.989,137.263,390.899,132.458,390.973,132.424,386.193,132.25,385.967,127.163,385.856,122.191,385.967,117.203,385.961,112.193,385.905,112.15,386.203,112.18
neck,401.129,178.128,396.09,178.082,391.013,177.938,391.02,177.889,390.913,173.025,386.138,172.954,385.849,172.952,385.822,172.933,385.736,172.875,381.077,167.868
RShoulder,350.586,178.062,350.347,178.03,345.503,177.933,345.447,177.942,345.333,177.86,345.279,177.762,340.301,177.834,340.284,177.871,340.115,177.87,340.13,177.728
RElbow,299.862,177.718,299.51,177.774,294.508,177.874,294.536,177.831,284.567,177.914,279.378,177.909,264.257,178.035,264.2,178.162,264.225,178.067,264.397,177.912
RWrist,248.967,142.747,233.81,147.588,223.718,142.779,223.696,147.561,218.584,142.637,218.373,142.694,198.386,147.723,193.277,157.72,193.207,152.639,198.282,142.776
LShoulder,451.724,177.998,446.704,177.964,436.573,177.816,436.66,173.018,436.649,167.928,431.788,167.843,431.548,167.806,426.798,167.765,431.512,162.726,426.676,152.761
LElbow,507.623,172.756,507.456,172.943,507.579,167.732,507.742,152.632,507.693,142.649,507.671,142.493,507.567,142.382,507.529,142.436,507.644,137.653,502.696,137.581
LWrist,578.511,142.349,573.59,142.524,578.639,137.179,568.548,127.302,573.565,122.286,568.535,117.216,573.49,117.226,568.429,117.119,568.571,107.129,558.286,106.902
MidHip,386.132,310.035,386.198,310.041,386.131,309.913,386.145,309.975,390.909,309.962,386.235,309.782,386.06,305.021,386.197,309.807,390.922,309.826,391.054,309.776
RHip,365.647,309.893,370.584,309.915,365.58,309.801,365.599,309.891,365.736,309.894,365.664,305.041,355.622,305.003,360.618,309.828,360.653,309.874,365.696,309.878
RKnee,380.818,421.15,380.859,421.172,380.762,421.212,380.84,421.376,380.744,421.418,380.712,421.248,380.872,421.328,380.602,421.522,380.566,421.488,380.611,421.507
RAnkle,380.709,472.295,380.697,472.293,375.822,472.281,380.579,472.292,375.85,472.296,375.82,472.28,375.638,472.271,375.751,472.265,375.809,472.244,375.882,472.274
LHip,421.348,314.948,421.422,314.939,421.397,310.0,421.421,310.026,421.543,309.987,421.537,309.796,421.419,305.009,421.574,305.051,426.281,305.045,426.421,304.954
LKnee,396.064,421.447,391.224,421.49,401.169,421.493,396.078,426.256,401.187,426.261,401.181,421.501,416.145,421.506,421.255,426.376,421.602,426.382,426.72,421.458
LAnkle,380.702,472.311,380.638,472.307,380.658,472.299,375.703,472.304,380.677,472.316,375.85,472.3,380.703,472.293,396.165,472.306,411.315,472.313,426.278,472.311
REye,385.88,127.368,385.813,127.171,385.844,122.249,385.726,117.209,380.947,112.003,380.833,107.113,380.9,107.035,380.879,106.92,380.824,102.215,381.074,102.219
LEye,401.194,127.281,396.214,122.253,401.101,122.236,396.103,117.115,391.089,107.163,390.969,107.043,391.021,106.949,391.002,102.163,390.972,102.121,396.053,102.122
REar,380.725,137.258,380.686,137.127,380.645,132.324,380.546,132.319,375.689,127.218,375.565,122.242,365.735,122.243,365.606,122.141,360.599,117.164,360.613,112.107
LEar,421.392,137.182,421.247,132.314,421.131,132.175,416.394,127.323,416.202,122.117,411.36,117.103,406.298,117.078,406.175,112.118,406.285,107.207,406.229,107.02
LBigToe,380.978,472.32,380.889,472.324,385.859,472.312,375.782,472.331,385.977,472.335,380.807,472.312,385.921,472.312,421.149,472.351,421.135,472.347,426.373,472.354
LSmallToe,380.992,472.329,380.89,472.332,385.848,472.323,375.8,472.334,385.971,472.337,380.815,472.322,385.924,472.322,421.299,472.352,421.283,472.349,426.607,472.351
LHeel,0.0,0.0,0.0,0.0,0.0,0.0,375.669,472.323,380.656,472.336,375.743,472.316,380.699,472.293,406.112,472.329,416.281,472.328,426.418,472.329
RBigToe,380.77,472.325,380.823,472.321,370.75,472.317,375.803,472.323,0.0,0.0,360.648,472.322,0.0,0.0,0.0,0.0,0.0,0.0,375.755,472.361
RSmallToe,380.741,472.327,380.807,472.323,365.625,472.323,375.858,472.329,0.0,0.0,355.531,472.33,0.0,0.0,0.0,0.0,0.0,0.0,355.558,472.362
RHeel,0.0,0.0,0.0,0.0,375.666,472.277,0.0,0.0,375.759,472.317,375.654,472.28,0.0,0.0,375.703,472.251,375.793,472.229,375.837,472.275
