,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,401.154,137.316,401.147,137.429,406.175,137.429,411.234,137.45,416.22,137.555,406.283,137.419,411.261,137.467,406.161,137.249,401.047,137.172,401.114,137.308
neck,406.184,178.164,406.254,178.23,411.175,182.859,406.287,178.23,406.216,178.217,406.227,178.197,406.151,178.175,406.181,178.063,406.185,178.033,401.099,178.071
RShoulder,360.601,177.934,365.56,177.966,365.662,178.004,360.664,177.892,360.619,177.842,360.555,177.924,355.631,177.87,355.568,177.825,355.563,177.872,350.545,177.94
RElbow,309.993,172.877,314.866,172.807,314.862,167.848,309.918,162.748,309.949,162.762,309.801,167.735,305.007,167.866,304.836,167.885,304.891,172.786,304.687,177.836
RWrist,259.353,142.572,264.075,142.456,264.049,137.576,259.256,137.451,264.01,137.471,259.162,137.609,259.184,137.647,259.001,137.605,259.044,142.4,253.914,142.655
LShoulder,451.776,182.876,451.849,182.997,451.899,183.044,451.897,183.007,451.844,182.989,451.885,182.909,451.85,182.882,451.876,178.101,451.861,178.008,451.739,178.001
LElbow,507.66,178.085,507.596,178.161,507.823,178.073,507.864,178.099,507.841,178.197,507.829,178.118,507.724,178.086,507.813,172.985,507.651,172.919,507.611,172.828
LWrist,563.474,152.62,558.296,157.653,563.504,147.753,568.47,152.717,568.442,167.754,573.461,157.771,573.553,152.67,578.585,142.739,573.523,142.52,568.519,142.535
MidHip,381.074,304.946,381.043,304.923,381.051,305.059,381.09,309.789,385.702,304.958,385.839,304.947,385.813,304.978,385.982,304.968,386.085,309.849,386.147,314.903
RHip,350.616,304.727,350.613,304.679,350.614,304.788,350.631,304.86,355.452,304.747,355.618,304.758,355.516,304.801,360.524,304.818,365.588,305.012,365.644,309.998
RKnee,345.174,406.227,345.193,396.097,345.151,411.349,345.21,416.314,345.41,416.216,350.517,416.32,355.435,416.259,365.558,411.323,380.514,416.323,380.794,421.21
RAnkle,340.069,472.256,340.161,472.251,340.187,472.249,340.414,472.265,345.11,472.244,345.423,472.278,345.654,472.273,355.59,472.282,370.635,472.276,380.633,472.298
LHip,411.338,309.868,411.285,309.861,411.274,310.039,411.347,314.849,416.14,309.879,416.331,309.85,416.353,309.846,421.238,309.787,421.301,309.977,421.386,315.015
LKnee,391.017,421.191,391.033,416.237,390.906,421.347,386.193,421.369,390.92,421.209,391.122,421.296,391.192,421.246,401.234,421.167,406.155,421.206,396.152,421.53
LAnkle,380.916,472.3,380.95,472.294,380.885,472.301,381.008,472.302,380.893,472.295,380.966,472.305,380.866,472.304,380.877,472.304,380.808,472.303,380.697,472.315
REye,390.974,132.201,390.992,132.346,391.158,132.359,396.136,132.363,401.2,132.451,396.029,132.343,396.068,132.368,391.076,127.317,386.234,127.26,386.202,132.158
LEye,416.274,132.234,416.285,132.352,416.43,132.375,421.248,132.426,421.379,137.192,421.162,132.409,421.216,132.407,416.382,132.162,416.144,127.292,416.149,132.193
REar,381.081,137.36,385.71,137.425,385.838,137.45,385.972,137.39,385.985,137.398,385.898,137.407,385.806,137.355,385.706,137.211,381.025,137.219,380.873,137.27
LEar,426.433,137.387,426.456,137.447,426.527,137.525,426.571,137.58,426.604,137.625,426.511,137.568,426.519,137.447,426.438,137.27,426.294,137.22,421.647,137.24
LBigToe,385.806,472.335,385.926,472.332,381.07,472.327,381.062,472.339,385.745,472.33,386.005,472.335,385.999,472.328,391.018,472.321,390.91,472.316,385.936,472.326
LSmallToe,385.962,472.342,386.093,472.34,0.0,0.0,0.0,0.0,385.864,472.339,386.118,472.345,386.083,472.34,391.051,472.334,390.922,472.329,385.917,472.333
LHeel,380.819,472.302,380.85,472.293,380.778,472.307,380.914,472.317,380.782,472.306,380.878,472.33,380.715,472.325,380.699,472.323,380.696,472.319,0.0,0.0
RBigToe,335.137,472.312,335.174,472.301,335.258,472.307,340.169,472.333,340.282,472.303,345.282,472.348,345.452,472.333,0.0,0.0,0.0,0.0,375.809,472.332
RSmallToe,330.208,472.313,335.04,472.298,335.095,472.31,335.289,472.335,340.106,472.305,340.287,472.347,345.214,472.331,0.0,0.0,0.0,0.0,0.0,0.0
RHeel,340.054,472.25,340.189,472.253,340.116,472.238,340.339,472.248,0.0,0.0,345.37,472.271,345.54,472.256,355.569,472.279,0.0,0.0,0.0,0.0
