,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,299.813,142.412,299.941,142.344,305.07,137.335,320.014,142.766,330.12,152.753,339.992,142.561,340.031,132.292,340.047,132.29,340.044,137.224,330.118,157.727
neck,299.59,162.705,299.743,167.909,304.936,167.74,320.03,177.735,330.054,177.709,335.087,172.952,335.215,152.626,339.986,147.629,340.01,162.743,339.965,173.024
RShoulder,264.019,162.686,264.285,162.826,269.206,157.689,284.559,162.858,294.573,167.841,299.693,167.752,299.801,147.719,299.826,147.539,304.638,157.652,299.779,167.901
RElbow,223.722,132.181,243.976,132.423,238.962,132.218,259.114,137.282,263.988,132.441,294.657,117.177,299.545,101.76,299.506,96.997,289.526,107.134,264.043,132.377
RWrist,218.653,96.6984,233.718,106.924,264.428,91.7893,304.658,117.236,299.692,101.893,304.677,81.6663,299.829,56.0581,299.773,56.096,304.892,66.3876,304.659,101.926
LShoulder,330.227,157.734,325.158,172.875,345.203,172.8,350.591,177.993,355.531,177.931,355.547,177.858,355.59,152.65,360.634,147.727,360.586,167.751,365.697,177.814
LElbow,360.67,117.154,375.786,142.405,385.841,162.859,396.031,182.893,411.198,178.025,401.188,147.564,396.184,132.224,401.156,112.189,411.177,137.266,416.38,152.588
LWrist,380.737,86.7035,386.221,122.234,416.266,107.06,406.145,142.386,416.358,137.277,421.312,102.01,421.42,96.7715,401.218,76.5,390.932,91.6342,385.929,112.157
MidHip,299.609,289.557,299.767,289.514,304.719,294.608,304.991,299.587,309.944,294.673,314.838,294.533,315.024,279.501,319.96,279.371,325.034,289.588,330.118,294.691
RHip,264.486,289.587,269.42,289.491,284.452,294.468,294.455,299.45,294.653,294.508,299.513,289.602,299.615,274.442,299.67,274.334,299.868,284.574,299.955,294.575
RKnee,258.992,385.767,259.214,380.87,259.163,386.188,259.265,391.13,259.348,385.996,264.109,380.906,264.293,380.563,269.182,380.741,269.436,380.912,284.431,380.999
RAnkle,253.899,472.202,258.858,472.178,258.856,472.22,253.98,472.244,253.984,472.244,254.149,472.23,254.141,472.245,263.999,472.222,264.112,472.221,264.46,472.211
LHip,315.047,284.584,320.04,289.447,335.116,294.729,340.077,299.735,340.386,299.485,340.431,294.659,345.2,284.435,345.28,279.428,345.324,289.63,345.52,299.417
LKnee,340.061,380.969,340.097,380.925,340.199,390.999,345.258,391.2,345.433,390.957,345.259,385.787,345.509,380.819,345.65,380.793,345.613,385.757,350.339,385.883
LAnkle,345.272,472.229,345.167,472.215,345.248,472.261,340.361,472.276,345.2,472.275,340.445,472.274,345.467,472.269,345.526,472.243,345.287,472.276,345.209,472.265
REye,294.69,137.514,299.528,137.447,304.725,132.258,309.972,142.418,315.016,142.798,330.033,137.56,325.034,122.259,325.143,122.177,330.089,132.213,319.94,147.55
LEye,304.799,137.541,304.855,137.437,314.895,132.324,330.137,142.429,339.969,147.519,340.377,137.654,340.379,122.219,340.456,122.253,340.433,132.219,340.009,147.622
REar,279.465,142.37,284.456,142.44,299.474,137.45,304.796,142.558,304.793,142.788,309.811,142.451,304.979,137.267,305.06,132.379,309.849,137.417,305.023,147.488
LEar,319.999,142.429,315.056,142.344,335.115,137.308,340.441,142.429,345.292,147.532,350.425,142.565,350.598,132.438,355.427,132.39,350.574,137.399,345.468,142.71
LBigToe,345.224,472.249,345.2,472.245,0.0,0.0,340.315,472.314,345.155,472.304,0.0,0.0,345.453,472.281,345.41,472.275,345.309,472.285,345.399,472.27
LSmallToe,350.619,472.243,350.516,472.24,0.0,0.0,345.447,472.298,350.517,472.289,0.0,0.0,365.705,472.283,370.642,472.269,365.606,472.279,360.609,472.269
LHeel,345.312,472.227,345.25,472.222,0.0,0.0,340.223,472.273,0.0,0.0,340.405,472.276,345.412,472.276,345.454,472.25,345.216,472.275,340.43,472.265
RBigToe,254.053,472.25,254.099,472.227,259.03,472.265,0.0,0.0,253.999,472.279,254.087,472.255,253.98,472.256,259.175,472.249,264.2,472.242,0.0,0.0
RSmallToe,243.934,472.265,248.885,472.23,249.038,472.284,0.0,0.0,248.971,472.301,249.008,472.273,248.985,472.285,254.125,472.266,259.074,472.269,0.0,0.0
RHeel,259.046,472.202,259.209,472.189,259.095,472.216,254.065,472.241,258.948,472.244,259.109,472.234,259.16,472.246,264.388,472.225,264.399,472.219,269.379,472.223
