,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,284.475,147.663,294.678,147.605,299.492,147.577,299.621,147.632,299.457,157.742,304.747,152.584,304.857,152.618,309.916,152.773,324.989,142.816,335.107,142.69
neck,284.528,178.035,294.623,177.886,299.491,178.158,299.572,178.05,299.671,182.951,304.571,182.823,305.076,182.95,314.957,188.054,314.945,183.044,330.098,183.05
RShoulder,254.0,177.967,259.072,177.714,259.343,178.064,259.336,177.847,264.084,182.839,264.402,178.084,279.438,182.847,289.531,183.359,289.58,183.016,299.465,182.961
RElbow,213.372,152.617,218.416,147.593,218.724,152.661,218.749,157.64,218.765,157.742,223.551,167.78,249.02,177.888,259.182,223.796,254.038,218.548,264.507,228.736
RWrist,177.838,122.129,183.195,112.001,188.327,112.044,203.289,117.222,213.458,112.159,218.656,127.293,243.905,142.663,248.978,223.8,264.307,188.157,259.111,259.217
LShoulder,310.045,178.029,324.979,177.92,325.02,178.138,330.046,178.105,330.209,182.927,340.067,182.84,345.231,182.956,350.388,183.348,345.633,183.053,355.559,183.082
LElbow,370.697,157.689,375.867,152.634,375.833,152.575,380.563,152.607,380.959,157.772,385.805,172.765,396.023,178.151,406.148,203.257,396.064,213.565,391.039,223.546
LWrist,391.158,122.178,390.965,117.098,390.916,122.111,390.915,117.207,391.076,106.95,391.027,112.168,391.067,137.32,386.197,142.706,391.082,177.975,401.216,254.084
MidHip,284.572,299.429,294.748,294.696,299.552,299.514,299.713,299.425,304.564,299.503,304.765,294.716,305.097,294.685,309.89,299.519,309.971,294.678,315.055,294.706
RHip,259.323,299.447,264.384,294.661,269.202,299.518,269.388,299.421,279.386,299.498,289.464,294.676,294.642,294.632,299.458,299.438,299.576,294.598,299.764,294.602
RKnee,258.911,386.169,259.041,385.732,259.04,385.863,259.063,385.799,259.254,380.794,263.974,380.734,264.156,380.731,264.284,380.761,264.296,380.769,269.275,380.609
RAnkle,259.218,472.217,258.828,472.19,258.865,472.194,253.998,472.169,254.155,472.188,258.883,472.199,258.973,451.929,258.842,472.168,258.876,472.195,264.003,441.794
LHip,304.871,294.649,309.861,294.636,314.866,299.509,319.978,299.435,330.18,299.551,335.122,299.467,340.15,299.472,340.226,299.646,340.271,299.488,340.518,299.45
LKnee,315.016,385.797,320.099,381.012,330.127,385.963,335.095,381.058,335.249,381.031,340.024,380.835,340.126,380.995,340.119,381.041,340.168,385.749,340.276,380.845
LAnkle,335.248,472.203,335.18,472.199,335.145,472.205,340.125,472.196,335.14,472.195,340.025,472.187,340.069,472.213,335.225,472.185,335.134,472.212,335.097,472.193
REye,269.444,142.613,284.559,142.537,289.573,142.576,294.582,142.573,289.603,147.718,299.814,142.762,299.899,142.782,304.889,147.636,309.846,142.452,320.083,137.673
LEye,294.524,142.558,299.658,142.571,299.793,142.574,299.944,142.62,299.821,147.641,305.078,142.78,309.928,142.766,320.086,147.608,335.031,142.414,340.159,142.32
REar,264.212,147.495,269.473,142.715,274.388,147.607,279.504,147.482,279.509,157.668,299.423,147.687,299.426,147.647,299.926,152.692,304.582,142.77,304.947,142.456
LEar,299.859,142.73,304.934,147.467,305.065,147.546,309.799,147.526,309.761,152.72,315.053,152.605,335.005,147.744,340.088,152.764,340.223,142.811,345.208,142.609
LBigToe,335.222,472.234,0.0,0.0,330.102,472.236,335.157,472.221,330.149,472.225,335.231,472.225,335.246,472.237,330.169,472.217,330.121,472.235,330.136,472.228
LSmallToe,345.364,472.216,0.0,0.0,345.248,472.227,345.383,472.231,345.22,472.237,345.35,472.239,345.327,472.247,345.198,472.222,340.473,472.238,345.201,472.223
LHeel,335.165,472.206,335.189,472.213,335.114,472.215,340.184,472.213,335.108,472.215,340.066,472.213,340.132,472.231,335.164,472.203,335.081,472.226,335.03,472.204
RBigToe,0.0,0.0,258.944,472.249,254.111,472.254,253.927,472.234,254.022,472.238,254.026,472.241,254.046,472.208,253.989,472.219,253.945,472.235,259.049,472.198
RSmallToe,0.0,0.0,248.966,472.251,248.959,472.25,238.865,472.222,248.928,472.235,248.972,472.241,248.914,472.203,248.912,472.213,248.979,472.236,253.908,472.193
RHeel,264.107,472.217,259.104,472.197,259.115,472.202,259.01,472.188,259.097,472.21,259.126,472.221,259.211,472.19,259.097,472.189,259.132,472.209,264.327,472.184
