,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,152.661,13.018,0.0,0.0,0.0,0.0,152.67,35.9705,0.0,0.0,142.393,35.941,142.542,50.9891,142.45,51.2231,137.554,51.2094,137.513,50.9705
neck,137.347,97.0785,137.334,102.078,137.38,106.898,137.205,106.951,132.164,102.175,127.18,102.079,122.254,107.145,127.246,112.134,117.238,112.064,112.118,107.142
RShoulder,86.5884,91.8097,91.5907,96.8014,91.826,96.8789,86.7843,96.8407,71.6306,96.863,66.6326,96.7699,71.5615,97.0673,76.574,101.758,71.4676,101.766,66.4641,97.0918
RElbow,13.0103,101.914,13.0156,112.025,0.0,0.0,10.5572,106.952,13.0244,112.172,13.0319,112.03,13.0224,117.158,13.0127,117.249,13.0284,117.193,13.0286,127.202
RWrist,0.0,0.0,13.0418,56.0331,0.0,0.0,13.0503,107.026,13.0734,56.2982,13.0406,51.2242,13.0627,61.2998,13.0613,117.161,0.0,0.0,13.0701,132.283
LShoulder,182.995,106.98,178.202,117.163,178.187,127.207,178.074,127.376,177.831,127.153,172.979,122.292,172.76,132.39,172.913,137.221,167.881,132.349,162.721,127.304
LElbow,228.795,178.179,218.44,188.184,208.504,198.203,198.353,198.297,198.243,193.339,198.211,193.159,198.388,203.267,193.214,203.44,193.145,193.188,188.335,188.33
LWrist,182.9,208.414,152.715,218.774,147.571,223.462,142.65,223.425,142.576,223.507,142.537,218.803,142.613,218.662,142.465,218.682,142.553,218.645,142.482,218.593
MidHip,91.6136,259.252,76.4975,259.216,76.5101,263.991,71.5426,264.024,71.4279,263.996,71.4441,263.993,66.5141,264.039,66.5098,264.061,66.6102,259.34,71.4562,259.327
RHip,56.1759,254.146,51.1717,254.15,51.1274,259.046,51.0667,259.06,46.1711,259.064,50.9554,259.076,46.1352,259.124,46.1165,259.128,50.9848,258.994,51.0808,258.986
RKnee,56.0302,381.051,51.2524,385.852,51.1815,381.046,51.1348,380.834,51.0697,381.025,51.1199,385.741,50.9644,381.002,46.0743,381.076,46.1256,380.714,51.0061,380.946
RAnkle,61.5824,472.304,61.5349,472.306,61.4616,472.302,61.4033,472.293,61.4076,472.296,61.4958,472.302,61.4428,472.298,61.4797,472.291,61.4578,472.298,61.6251,472.302
LHip,117.225,264.215,102.187,264.191,106.935,264.324,102.157,264.358,102.108,264.323,102.143,264.3,101.868,264.338,101.857,264.366,101.934,264.207,102.027,264.225
LKnee,102.166,381.003,101.815,381.053,101.801,380.998,101.886,380.947,102.106,380.967,106.956,381.002,101.981,380.844,101.929,380.895,101.915,380.63,106.92,380.818
LAnkle,142.679,472.305,142.529,472.295,142.417,472.299,142.481,472.288,142.66,472.295,142.555,472.295,142.556,472.292,142.549,472.297,142.477,472.292,142.522,472.297
REye,142.692,13.0588,0.0,0.0,147.523,10.5484,0.0,0.0,0.0,0.0,137.437,10.5462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEye,172.836,13.0462,173.01,10.5799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.72,40.9828,152.7,46.1107,147.508,46.0755,142.696,35.9299
REar,132.33,13.0243,0.0,0.0,137.226,40.9738,137.227,45.9451,0.0,0.0,0.0,0.0,122.135,45.995,122.122,51.1112,112.009,51.0265,106.96,50.9462
LEar,0.0,0.0,182.937,50.9433,182.857,51.3011,178.248,56.0828,177.864,56.0635,177.745,56.089,177.734,56.3645,172.996,56.4788,167.883,56.455,157.651,56.1827
LBigToe,142.483,472.33,0.0,0.0,0.0,0.0,142.312,472.303,142.391,472.312,142.35,472.313,142.393,472.305,142.388,472.31,142.36,472.309,142.403,472.312
LSmallToe,162.811,472.334,0.0,0.0,0.0,0.0,157.736,472.312,162.82,472.322,162.718,472.315,162.803,472.313,162.837,472.316,162.784,472.319,162.708,472.316
LHeel,147.527,472.31,142.654,472.298,142.603,472.306,142.652,472.297,142.711,472.304,142.59,472.301,142.691,472.302,142.678,472.307,142.627,472.304,142.579,472.306
RBigToe,56.2862,472.347,56.2392,472.346,56.1826,472.34,56.2201,472.322,56.2073,472.332,56.2807,472.34,56.2398,472.331,56.2683,472.32,56.2255,472.33,56.3911,472.337
RSmallToe,0.0,0.0,56.3932,472.348,56.4165,472.343,56.4175,472.327,56.3974,472.336,56.4762,472.342,56.4242,472.336,56.4224,472.325,56.3601,472.335,0.0,0.0
RHeel,71.513,472.284,71.4593,472.283,66.5248,472.28,66.5222,472.272,66.5669,472.272,71.4373,472.279,66.5587,472.274,66.5628,472.268,66.5747,472.274,71.5413,472.276
