,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,304.726,127.192,304.821,127.23,304.834,127.299,304.779,127.267,304.743,132.152,304.715,127.273,304.712,127.249,304.659,127.352,304.701,127.346,304.602,132.141
neck,305.074,162.819,309.822,162.871,309.904,167.803,309.988,167.747,309.972,162.844,310.013,162.743,310.018,162.744,314.845,162.736,314.839,162.729,314.856,157.774
RShoulder,279.52,167.774,284.438,167.834,284.56,167.905,289.459,167.892,289.462,167.789,289.555,167.767,289.53,167.748,294.537,167.777,294.583,167.795,299.419,162.813
RElbow,254.095,177.953,254.129,177.862,258.899,177.851,254.082,177.753,254.05,177.803,259.28,177.928,254.145,172.979,264.128,177.887,259.337,177.734,264.182,177.801
RWrist,223.628,147.696,218.709,147.705,238.894,152.728,238.926,152.596,264.174,172.782,269.401,167.915,264.221,152.707,279.362,157.801,284.467,162.782,264.343,162.818
LShoulder,345.24,157.803,345.284,162.705,345.41,162.746,345.441,157.792,345.419,157.751,345.391,157.648,345.419,157.639,345.35,157.646,345.309,152.763,345.158,152.685
LElbow,411.322,142.304,411.327,142.296,416.413,137.609,416.297,137.579,411.296,137.631,411.309,137.399,416.259,137.263,401.089,137.347,396.011,137.238,386.088,137.251
LWrist,472.258,127.322,472.056,132.253,487.289,127.237,472.183,127.313,467.102,127.262,467.312,117.057,472.096,106.988,462.076,102.2,456.774,102.081,436.673,102.007
MidHip,304.584,284.515,304.565,289.555,304.548,289.659,304.58,294.443,304.548,294.52,299.953,289.556,299.955,289.633,304.636,284.439,304.641,284.455,304.609,279.429
RHip,289.53,279.525,289.516,289.452,284.515,289.546,284.548,289.574,284.463,294.44,284.484,289.445,284.511,289.536,289.618,279.468,294.453,279.48,289.636,274.486
RKnee,269.316,380.635,269.209,380.977,269.201,385.707,264.494,385.838,269.201,386.062,264.424,386.042,269.199,385.923,269.311,380.684,269.389,380.716,269.332,380.563
RAnkle,264.311,472.193,264.258,472.216,269.182,472.225,264.315,472.23,269.222,472.232,264.35,472.233,264.328,472.233,264.427,472.198,264.412,472.198,264.467,472.185
LHip,320.01,289.488,319.948,294.455,320.087,294.551,325.03,294.531,324.991,294.61,320.03,289.645,320.007,294.498,324.972,284.519,320.072,284.571,319.995,279.494
LKnee,309.925,380.95,309.857,385.866,309.949,385.898,309.867,386.017,309.893,386.181,309.824,386.155,309.859,386.055,309.888,380.921,309.886,380.914,309.841,380.689
LAnkle,304.889,472.221,304.781,472.249,304.862,472.253,304.8,472.262,304.887,472.262,304.854,472.264,304.805,472.261,304.818,472.234,304.945,472.233,309.977,472.208
REye,299.748,112.131,299.871,117.058,299.853,117.117,299.818,112.201,299.8,117.16,299.783,117.052,299.763,112.195,299.74,117.109,299.775,117.119,299.731,117.129
LEye,309.852,112.099,309.903,112.156,309.937,112.186,309.876,112.141,309.83,117.085,309.796,112.145,309.778,112.104,305.071,112.199,309.758,112.202,305.033,117.078
REar,294.73,127.279,299.466,132.167,299.469,132.204,299.458,127.324,299.446,127.342,299.449,127.282,299.46,127.317,299.465,132.223,299.484,132.213,299.5,132.288
LEar,330.226,127.257,330.202,127.341,335.044,127.355,335.082,127.294,335.031,127.249,335.001,122.298,335.03,122.303,330.21,127.2,330.195,127.223,330.138,127.241
LBigToe,304.901,472.27,304.767,472.292,304.908,472.296,304.846,472.302,304.959,472.294,304.893,472.3,304.863,472.299,304.739,472.277,304.857,472.271,309.856,472.255
LSmallToe,319.973,472.253,314.889,472.284,314.965,472.29,314.881,472.299,315.014,472.289,314.962,472.296,314.94,472.293,314.998,472.266,320.067,472.259,335.077,472.244
LHeel,304.734,472.217,0.0,0.0,304.674,472.256,0.0,0.0,304.719,472.269,304.683,472.271,0.0,0.0,304.68,472.235,304.825,472.236,309.953,472.213
RBigToe,259.107,472.234,259.006,472.259,259.293,472.271,259.143,472.273,264.117,472.277,259.254,472.283,259.184,472.277,259.099,472.236,259.126,472.229,259.222,472.223
RSmallToe,254.119,472.224,254.1,472.247,259.109,472.26,259.018,472.265,259.221,472.273,259.075,472.281,259.052,472.273,258.984,472.221,259.02,472.219,258.978,472.214
RHeel,264.341,472.218,264.236,472.231,0.0,0.0,264.255,472.24,0.0,0.0,264.281,472.242,264.274,472.242,264.435,472.222,264.444,472.224,269.269,472.22
