,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,339.993,46.1497,335.307,46.1584,339.964,50.9781,339.973,50.9957,335.319,51.001,335.315,50.9928,339.964,50.9469,339.986,50.9506,340.016,46.1114,340.046,46.0576
neck,335.173,96.8599,335.213,96.8769,335.189,96.8593,335.157,96.8706,335.121,96.8485,335.155,96.8505,335.186,96.8676,335.229,96.8684,335.245,96.8848,335.301,96.864
RShoulder,289.623,96.6713,294.448,96.6994,289.656,96.6604,289.616,96.6963,289.57,96.6698,289.584,96.6895,289.614,96.6944,294.436,96.7041,289.658,96.7103,294.453,96.7184
RElbow,218.73,96.7576,218.75,96.7597,223.442,96.733,218.714,96.7797,218.678,96.7447,218.664,96.767,218.705,96.7634,218.751,96.784,218.724,96.7878,218.562,96.7779
RWrist,152.643,96.6286,152.643,96.6483,152.605,96.6402,152.589,96.6234,152.57,96.595,147.726,96.608,152.62,96.608,152.61,96.6077,147.735,96.5681,147.658,96.5999
LShoulder,375.711,96.7738,375.749,96.7999,375.711,96.7858,375.679,96.7951,375.686,96.7748,375.715,96.7623,375.741,96.774,375.791,96.7717,375.827,96.795,375.876,96.7524
LElbow,436.763,96.5766,441.713,96.6575,436.742,96.6106,436.688,96.6126,441.729,96.6302,441.74,96.6186,441.769,96.5898,446.747,96.629,446.688,96.6385,441.788,96.6158
LWrist,507.656,96.7517,507.686,96.7511,507.632,96.7724,507.614,96.8189,507.716,96.623,507.736,96.6127,507.686,96.5944,507.806,91.8441,507.761,91.8414,507.81,96.6116
MidHip,340.026,249.049,335.309,253.876,335.307,249.057,340.003,249.056,335.282,249.035,335.282,253.877,335.276,248.998,340.027,249.053,335.309,249.032,335.281,249.014
RHip,304.695,249.017,304.645,249.047,304.64,249.015,304.693,249.021,304.616,248.999,304.632,249.045,304.641,248.937,304.688,249.027,304.636,248.979,304.61,248.96
RKnee,304.736,380.926,304.669,385.757,304.703,380.893,304.73,380.692,304.674,380.777,304.655,380.99,304.731,380.586,304.756,380.932,304.682,380.709,304.667,375.668
RAnkle,305.064,472.276,305.025,472.278,305.079,472.271,304.922,472.259,304.921,472.263,304.943,472.272,304.954,472.261,304.984,472.27,304.877,472.262,304.707,472.238
LHip,360.546,249.085,355.638,253.904,355.597,253.873,355.645,253.893,355.593,249.071,355.587,253.919,355.548,249.058,360.58,249.083,355.602,253.871,355.617,249.081
LKnee,355.415,381.022,350.613,385.882,350.591,385.76,355.412,380.904,355.414,380.992,350.575,385.789,350.575,380.848,350.652,385.735,350.564,380.918,350.596,380.699
LAnkle,345.454,472.287,345.351,472.295,345.339,472.289,345.456,472.275,345.409,472.279,345.311,472.293,345.384,472.276,345.373,472.283,345.399,472.278,345.433,472.262
REye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEye,340.506,35.9109,340.464,35.9087,340.477,40.9354,340.485,40.9542,340.475,40.9512,340.469,40.9449,340.472,35.9377,340.502,35.9351,0.0,0.0,0.0,0.0
REar,304.981,51.0675,304.95,51.0841,304.96,51.1039,304.949,51.11,304.92,51.0853,304.934,51.1212,304.951,51.1027,304.994,51.0955,305.011,51.0658,305.033,51.0712
LEar,350.375,55.9789,350.363,55.9761,350.356,55.994,350.347,56.001,350.342,55.9878,350.346,55.99,350.329,55.9584,350.386,55.9586,350.375,51.3027,350.406,51.2425
LBigToe,345.597,472.341,345.559,472.34,345.586,472.338,345.537,472.325,345.518,472.333,345.542,472.339,345.467,472.331,345.578,472.337,345.538,472.334,345.399,472.311
LSmallToe,365.681,472.33,360.606,472.342,360.66,472.338,370.662,472.305,365.634,472.319,360.654,472.342,365.669,472.316,365.716,472.323,370.633,472.315,365.684,472.296
LHeel,345.291,472.288,345.249,472.298,345.217,472.29,345.292,472.274,345.258,472.278,345.177,472.296,345.222,472.277,345.219,472.284,345.22,472.278,345.304,472.259
RBigToe,304.67,472.333,304.7,472.339,304.677,472.325,299.782,472.302,299.868,472.313,304.599,472.329,299.713,472.299,304.648,472.322,299.779,472.307,299.483,472.263
RSmallToe,304.61,472.333,304.609,472.337,304.619,472.325,299.72,472.304,299.782,472.313,299.872,472.329,299.71,472.301,299.869,472.324,299.727,472.309,294.628,472.276
RHeel,304.969,472.256,304.95,472.261,305.031,472.25,304.924,472.245,304.905,472.244,304.935,472.252,304.968,472.247,304.928,472.248,304.885,472.247,304.826,472.238
