,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,335.124,46.0779,335.107,46.081,335.117,46.0724,335.078,46.1315,335.096,46.1076,335.116,46.1337,335.112,46.1612,335.13,46.1505,335.109,46.0908,335.122,50.9581
neck,335.147,96.8517,335.103,96.8474,335.123,96.8438,335.063,96.8274,335.027,96.8338,335.035,96.8392,335.113,96.8392,335.107,96.8291,335.067,96.8442,335.064,96.8439
RShoulder,289.51,96.7506,289.478,96.7334,289.481,96.7537,284.522,96.7286,284.477,96.7185,284.517,96.7266,289.441,96.7566,284.588,96.7161,284.555,96.7069,284.548,96.7275
RElbow,218.339,96.603,218.419,96.6467,218.344,96.6656,218.327,96.6575,213.557,96.604,213.584,96.5938,218.356,91.8752,218.335,91.885,213.57,91.8631,213.53,96.62
RWrist,142.629,81.7126,142.539,86.6085,142.537,81.6673,142.462,86.6072,142.448,81.6387,142.489,81.7341,142.594,86.6116,142.523,86.6166,142.555,81.73,142.477,81.6609
LShoulder,375.747,96.7409,375.721,96.737,375.757,96.7234,375.721,96.705,375.719,96.7159,375.72,96.7222,375.752,96.7232,375.729,96.7248,375.717,96.7745,375.723,96.7585
LElbow,456.782,91.6312,451.909,91.6689,451.788,91.6459,456.79,91.6546,451.941,91.6746,451.83,91.7008,451.908,91.6889,456.741,91.6952,451.914,91.6919,456.743,91.7169
LWrist,512.619,71.5909,507.933,71.6154,507.847,76.5274,512.919,71.5453,512.764,71.6205,512.669,76.518,507.887,76.6313,512.698,76.5482,512.712,76.6164,512.789,81.5784
MidHip,335.135,253.884,330.214,253.922,335.098,253.881,335.041,253.872,335.03,253.954,335.085,253.922,335.174,254.036,335.12,253.883,335.113,253.906,335.191,249.072
RHip,299.938,253.868,299.813,253.872,299.914,249.066,299.886,249.056,299.87,253.923,299.874,253.878,304.551,253.975,299.946,249.068,299.935,249.076,304.55,249.017
RKnee,304.59,375.765,299.948,380.568,304.544,375.632,304.557,370.693,304.541,375.591,304.594,380.788,299.95,380.606,304.601,370.75,299.904,375.743,299.966,375.726
RAnkle,319.943,472.23,314.998,472.24,314.967,472.234,314.938,472.229,314.928,472.226,319.946,472.246,314.888,472.241,315.021,472.227,314.938,472.23,315.002,472.235
LHip,350.632,253.923,350.469,253.96,350.598,253.935,350.531,253.914,350.507,253.986,350.625,253.958,350.644,254.093,350.592,253.935,350.581,253.964,355.466,253.895
LKnee,355.435,375.595,350.459,375.761,350.512,370.755,350.509,365.606,350.566,370.656,355.532,380.731,350.474,375.87,350.601,365.673,350.483,375.671,355.519,375.602
LAnkle,345.61,472.247,345.331,472.27,345.465,472.253,345.534,472.237,345.538,472.242,345.617,472.268,345.301,472.269,345.559,472.234,345.434,472.255,350.372,472.245
REye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.28,30.8536,340.288,30.8612,0.0,0.0,340.29,35.9295
REar,304.781,51.1525,304.773,51.1404,304.781,51.1272,304.76,51.1703,304.752,51.1329,304.745,51.1556,304.749,51.2098,304.784,51.183,304.757,51.1465,304.779,51.1814
LEar,345.612,51.3018,345.618,51.2676,345.623,51.2606,345.594,51.278,345.6,51.2564,345.575,51.2581,345.58,51.3044,345.573,51.3083,345.591,51.2816,345.554,55.9492
LBigToe,350.526,472.307,345.652,472.332,350.385,472.315,345.621,472.296,0.0,0.0,350.57,472.326,345.579,472.332,345.636,472.289,345.665,472.321,350.51,472.306
LSmallToe,375.66,472.278,360.592,472.325,370.704,472.296,370.737,472.27,0.0,0.0,370.747,472.307,360.599,472.322,370.75,472.266,360.659,472.307,375.685,472.279
LHeel,345.41,472.253,0.0,0.0,345.274,472.262,345.332,472.243,345.362,472.248,345.483,472.286,0.0,0.0,345.348,472.24,345.281,472.261,0.0,0.0
RBigToe,0.0,0.0,304.938,472.292,304.929,472.275,304.903,472.264,304.923,472.264,309.772,472.302,304.883,472.288,0.0,0.0,304.901,472.276,304.978,472.28
RSmallToe,0.0,0.0,304.813,472.292,304.738,472.283,304.667,472.276,304.689,472.273,304.869,472.304,304.717,472.29,0.0,0.0,304.717,472.28,304.765,472.285
RHeel,320.007,472.232,315.012,472.24,315.039,472.241,315.037,472.239,315.006,472.234,319.965,472.239,314.905,472.241,319.951,472.237,315.005,472.234,319.947,472.238
