,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,421.12,340.427,416.447,340.153,416.448,340.031,416.444,340.248,421.13,345.109,421.144,350.37,421.218,350.419,421.149,345.43,421.166,340.519,421.221,340.395
neck,406.168,360.649,401.073,350.559,396.16,350.351,396.058,360.518,396.073,370.769,401.132,380.67,401.058,380.934,401.195,375.794,406.23,370.684,406.126,365.726
RShoulder,380.775,355.419,380.602,345.525,380.596,345.367,375.858,350.477,380.625,360.514,380.825,370.744,380.71,375.873,380.865,365.681,380.907,360.5,380.756,355.532
RElbow,375.58,385.862,370.704,380.917,375.796,385.784,375.636,401.117,370.759,416.306,375.655,416.287,380.62,421.434,375.57,406.223,375.582,391.158,375.863,396.127
RWrist,411.241,380.893,401.194,380.77,416.281,380.608,411.22,375.745,416.289,385.97,406.275,406.205,421.192,401.227,406.133,406.121,406.185,386.117,421.149,385.8
LShoulder,426.67,370.789,426.557,365.595,426.36,360.518,426.374,370.783,421.615,375.873,421.587,380.931,421.653,385.77,426.307,380.733,426.521,375.854,426.507,375.801
LElbow,466.858,401.063,462.146,391.159,461.847,396.063,461.9,416.19,461.886,421.257,456.897,421.609,456.785,426.584,456.82,421.435,461.736,421.15,461.906,421.109
LWrist,431.63,385.997,431.64,385.79,431.711,381.053,436.61,385.704,441.659,386.18,431.5,416.189,436.629,416.279,426.537,416.234,426.444,396.071,441.631,396.024
MidHip,385.951,426.664,380.86,421.601,380.631,421.408,380.808,426.621,381.042,431.703,380.703,426.77,380.745,436.835,380.848,426.665,386.053,426.794,385.841,431.51
RHip,370.772,426.543,355.606,421.517,350.584,421.284,355.463,426.529,360.622,431.539,355.441,426.584,350.617,431.82,360.492,426.504,375.728,426.644,370.615,426.702
RKnee,355.44,391.071,365.644,390.967,375.761,396.127,385.881,416.322,396.079,421.363,380.787,421.207,380.85,421.39,375.667,406.231,360.498,396.112,375.796,401.054
RAnkle,355.646,472.252,360.625,472.236,365.608,472.235,375.841,472.26,365.697,472.264,355.547,472.263,350.534,472.277,350.615,472.256,355.504,472.26,355.485,472.272
LHip,406.304,431.627,395.996,426.387,390.902,421.598,391.055,426.817,396.091,431.83,386.22,431.718,0.0,0.0,391.004,431.632,406.292,431.803,401.205,431.769
LKnee,461.706,406.252,461.772,401.141,461.721,406.121,456.894,416.325,456.749,421.193,436.688,426.263,0.0,0.0,441.735,421.406,446.778,416.334,456.805,411.284
LAnkle,426.388,472.248,426.416,472.207,416.421,472.21,421.37,472.261,426.452,472.264,426.588,472.265,0.0,0.0,421.526,472.275,426.59,472.277,431.643,472.263
REye,411.34,339.991,411.346,330.227,411.353,330.044,411.324,335.077,411.327,340.077,416.148,345.272,416.2,345.316,411.36,340.41,411.373,340.089,416.204,335.254
LEye,421.487,340.104,421.5,335.16,421.5,335.012,421.49,335.25,421.48,340.192,421.533,345.435,421.605,345.428,421.517,345.112,421.514,340.165,421.585,340.022
REar,391.068,335.294,391.012,330.129,391.085,325.043,390.932,335.05,390.99,340.148,391.021,345.242,390.943,345.327,391.095,340.46,395.992,340.134,391.132,335.275
LEar,426.457,340.32,426.435,340.076,426.39,335.251,426.445,340.151,426.451,340.437,426.504,350.572,426.575,350.504,426.492,345.432,426.452,340.365,426.546,340.21
LBigToe,426.613,472.263,426.646,472.215,421.474,472.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.661,472.301,0.0,0.0
LSmallToe,426.734,472.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHeel,421.637,472.262,421.648,472.263,0.0,0.0,421.232,472.258,426.447,472.237,426.455,472.256,0.0,0.0,421.529,472.273,0.0,0.0,0.0,0.0
RBigToe,350.595,472.271,0.0,0.0,365.62,472.276,370.715,472.319,350.61,472.327,350.377,472.287,345.288,472.333,350.467,472.267,350.418,472.266,350.589,472.301
RSmallToe,350.353,472.273,0.0,0.0,360.547,472.274,370.744,472.312,350.53,472.321,345.428,472.282,340.341,472.33,345.43,472.266,345.388,472.265,350.456,472.296
RHeel,355.597,472.243,365.628,472.236,365.631,472.237,375.833,472.254,0.0,0.0,355.512,472.265,350.492,472.296,350.451,472.255,0.0,0.0,0.0,0.0
