,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,426.261,112.139,436.712,132.234,436.56,122.171,451.937,117.176,461.813,127.268,466.874,137.152,472.104,137.42,477.319,137.282,492.295,132.164,497.415,132.218
neck,421.568,178.051,426.771,182.966,436.673,178.244,451.726,178.063,461.823,178.224,462.152,183.252,467.366,183.354,477.259,183.076,487.384,178.229,502.291,182.882
RShoulder,385.896,178.028,396.16,183.034,411.212,182.915,416.406,178.11,421.61,182.977,426.552,183.358,441.771,188.16,456.762,183.214,461.717,182.965,461.963,183.0
RElbow,365.561,249.017,380.755,259.211,385.937,259.026,390.922,254.044,411.249,258.952,421.176,264.011,426.435,264.017,431.564,259.018,441.685,258.921,441.757,254.082
RWrist,426.501,264.48,446.691,284.461,461.889,264.092,462.067,259.059,462.2,264.042,477.198,269.351,487.319,279.393,497.583,259.356,502.326,258.901,497.59,259.364
LShoulder,461.765,178.12,462.223,182.91,467.284,178.108,472.311,177.898,492.354,178.124,497.597,183.15,502.765,183.18,507.709,182.839,512.705,178.057,537.863,182.865
LElbow,462.217,243.842,472.2,249.01,497.308,243.972,502.321,228.888,507.623,238.833,512.888,253.98,528.007,248.887,537.922,243.878,543.155,238.801,548.46,243.854
LWrist,487.376,259.324,502.527,269.399,538.016,253.905,512.731,248.939,548.381,248.932,553.27,233.772,548.437,258.912,553.36,259.117,588.751,193.14,593.845,198.236
MidHip,436.721,314.857,461.73,314.996,466.839,314.992,472.062,309.896,487.361,314.913,497.417,320.095,502.576,315.033,507.503,310.046,507.685,309.813,507.593,310.047
RHip,421.294,320.004,426.639,320.089,436.595,324.973,456.733,314.888,462.098,319.945,467.029,325.115,472.151,320.066,482.264,314.988,487.412,309.889,482.243,314.888
RKnee,421.418,426.295,426.513,426.281,426.774,426.248,431.791,421.468,456.909,421.272,462.079,426.317,472.049,421.353,472.182,421.232,472.322,416.269,472.182,421.337
RAnkle,401.209,472.29,416.31,472.299,416.452,472.294,416.403,472.291,421.268,472.299,421.441,472.303,426.616,472.299,431.766,472.294,446.795,472.292,456.935,472.29
LHip,466.897,309.816,472.329,309.935,492.48,309.999,502.536,305.012,507.729,309.928,512.692,314.995,522.81,314.852,533.089,309.935,538.074,305.036,538.115,309.991
LKnee,507.789,401.062,517.82,401.217,537.901,406.15,538.122,411.204,542.913,421.404,543.238,421.236,548.152,421.159,543.344,421.247,543.005,421.335,542.943,426.308
LAnkle,522.874,472.299,512.796,472.292,517.91,472.297,527.903,472.285,532.983,472.282,538.048,472.295,542.947,472.28,543.02,472.29,542.872,472.295,542.909,472.3
REye,416.449,106.901,426.559,117.157,426.516,107.165,431.687,107.063,446.825,117.063,461.788,127.229,466.91,132.342,467.179,132.193,472.128,117.149,477.338,117.153
LEye,426.616,102.125,446.859,112.2,446.789,107.073,461.71,106.91,462.148,112.029,467.212,122.191,477.326,132.205,487.441,127.237,497.458,112.086,502.553,117.072
REar,391.106,122.145,416.287,132.415,421.25,132.204,421.487,127.309,426.618,132.419,436.557,137.373,456.762,137.663,461.79,137.442,462.086,132.39,467.072,132.377
LEar,436.772,112.152,457.004,132.289,461.809,127.17,462.06,117.201,467.263,127.23,477.203,132.368,497.368,137.284,502.321,132.236,502.588,122.195,507.815,127.302
LBigToe,0.0,0.0,517.871,472.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.218,472.346,543.069,472.343,0.0,0.0,543.271,472.359
LSmallToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHeel,522.786,472.304,512.734,472.294,517.865,472.3,527.936,472.282,532.979,472.287,538.009,472.306,542.886,472.281,542.889,472.29,0.0,0.0,0.0,0.0
RBigToe,436.573,472.377,441.676,472.374,436.614,472.365,0.0,0.0,0.0,0.0,421.359,472.344,426.511,472.357,431.598,472.361,451.757,472.371,461.836,472.362
RSmallToe,401.189,472.363,421.292,472.367,421.39,472.363,0.0,0.0,0.0,0.0,421.339,472.378,0.0,0.0,0.0,0.0,446.824,472.364,0.0,0.0
RHeel,401.097,472.319,416.32,472.328,416.439,472.307,416.439,472.282,421.383,472.274,421.42,472.305,426.713,472.291,0.0,0.0,446.83,472.275,456.906,472.291
