,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,345.297,102.242,345.263,106.903,345.194,106.905,345.289,102.211,345.376,102.203,345.4,102.165,345.404,102.171,345.476,102.18,345.478,102.163,345.404,102.145
neck,345.469,152.753,345.4,152.568,345.457,152.649,345.452,152.661,345.526,152.768,345.548,157.785,345.586,162.723,345.592,157.726,345.64,152.748,345.559,147.711
RShoulder,304.978,167.858,304.72,162.825,304.749,167.764,304.687,162.861,304.792,167.787,304.9,172.759,304.869,172.819,304.956,167.924,309.772,167.778,304.883,157.765
RElbow,294.668,223.534,279.467,223.602,279.44,223.508,264.204,223.702,259.265,223.91,264.169,223.583,264.518,223.541,289.608,223.43,299.425,218.625,294.58,218.768
RWrist,269.264,178.088,320.013,183.222,330.118,188.308,304.867,208.376,289.518,188.27,248.913,183.219,223.836,183.178,249.065,183.364,263.991,183.139,330.195,178.03
LShoulder,386.137,147.566,386.013,142.794,386.117,147.469,386.215,142.802,390.928,147.584,390.982,147.729,391.066,152.55,391.032,147.667,390.943,147.563,386.13,142.697
LElbow,441.624,137.655,436.754,137.655,441.723,137.653,441.679,142.305,446.867,142.349,446.82,142.441,451.786,142.523,446.843,142.44,441.746,142.321,436.675,142.344
LWrist,421.665,81.6378,421.57,76.546,421.593,76.5696,421.601,76.6731,426.306,81.5523,426.477,86.7165,426.531,86.7328,426.471,86.7931,426.269,81.6549,421.495,81.5772
MidHip,350.363,304.754,350.333,304.589,345.663,299.862,350.335,304.617,350.399,304.803,350.389,304.729,350.451,304.876,350.418,304.869,350.421,304.758,350.432,304.704
RHip,330.025,304.817,325.11,304.634,325.082,299.897,325.008,304.684,325.083,304.857,330.005,304.764,330.043,304.925,330.03,304.914,330.053,304.777,330.033,304.722
RKnee,319.91,426.772,315.072,426.749,314.929,426.681,315.003,431.534,315.067,431.562,315.043,431.516,315.029,431.687,319.92,431.626,319.927,431.503,320.019,431.633
RAnkle,309.878,472.311,309.866,472.314,305.164,472.311,309.802,472.316,309.81,472.317,309.91,472.311,309.839,472.322,309.971,472.319,310.077,472.306,314.916,472.319
LHip,380.995,304.639,380.982,299.856,380.953,299.778,381.04,299.884,385.701,304.725,381.038,304.639,385.704,304.77,381.088,304.77,381.067,304.695,381.092,304.655
LKnee,386.035,426.483,385.998,426.551,386.007,426.514,386.058,426.59,386.064,426.712,386.121,426.556,386.182,431.496,386.103,426.745,386.082,426.647,386.15,426.693
LAnkle,390.912,472.336,390.881,472.341,391.12,472.342,390.961,472.344,390.864,472.351,391.083,472.341,386.195,472.354,386.383,472.348,390.896,472.337,391.048,472.342
REye,340.22,101.876,340.204,101.934,340.119,101.973,340.192,101.882,340.261,101.858,340.294,101.756,340.3,101.757,340.362,101.775,340.374,101.78,340.321,101.775
LEye,350.424,101.767,350.367,101.799,345.632,101.791,350.427,101.729,350.529,101.695,350.578,101.679,350.578,97.1048,355.435,101.692,355.423,101.691,350.53,101.692
REar,320.058,107.014,320.062,107.123,319.999,107.213,320.084,107.05,320.08,107.115,324.997,106.987,325.079,106.929,325.095,106.913,325.127,106.939,325.085,106.905
LEar,375.635,102.193,370.685,106.896,370.637,102.235,375.65,102.199,375.742,102.153,375.826,102.126,375.848,102.088,380.572,102.08,375.878,102.088,375.667,102.01
LBigToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSmallToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHeel,391.027,472.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.099,472.359,0.0,0.0
RBigToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.898,472.356,0.0,0.0
RSmallToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.535,472.362,0.0,0.0
RHeel,314.927,472.338,314.918,472.343,310.04,472.341,314.875,472.345,314.89,472.345,314.967,472.333,314.903,472.349,315.011,472.344,315.022,472.314,320.041,472.347
