,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,249.031,102.009,253.965,102.163,258.823,102.157,259.116,102.033,264.135,102.059,274.385,101.99,289.559,102.047,294.652,101.929,304.727,97.0778,305.077,96.9687
neck,233.859,147.705,244.022,152.692,248.962,152.724,258.93,152.717,264.101,157.677,274.427,157.715,294.692,157.816,299.783,147.716,314.924,147.708,335.227,152.726
RShoulder,188.329,147.66,198.378,152.607,203.43,152.669,213.536,157.643,223.495,162.71,233.853,162.843,258.828,167.917,259.289,157.755,279.457,157.688,299.549,167.756
RElbow,172.939,213.519,152.768,218.31,162.727,213.567,177.783,213.334,183.139,218.273,213.391,218.334,223.432,218.545,228.688,218.793,249.041,218.685,264.14,218.792
RWrist,218.796,172.954,188.22,167.817,167.734,162.742,137.475,172.895,142.35,178.006,172.962,178.202,193.189,177.775,233.71,177.913,264.154,182.966,254.075,182.904
LShoulder,284.475,147.731,289.559,152.66,289.629,152.68,299.606,152.616,304.861,152.716,319.91,152.631,335.124,152.652,340.311,142.746,350.62,142.719,370.658,147.552
LElbow,340.49,142.617,345.219,142.648,345.397,142.699,350.399,142.398,355.525,137.448,375.582,137.372,375.843,137.155,380.791,137.216,385.942,122.153,385.842,106.998
LWrist,345.227,91.8251,345.244,91.623,345.318,86.7097,340.477,71.4392,340.402,66.3807,340.401,61.4311,340.402,61.4198,340.435,61.6552,345.236,61.2915,345.223,61.2428
MidHip,243.89,309.812,248.912,310.012,253.966,309.964,258.995,304.984,259.302,304.818,269.383,305.009,294.477,304.75,299.8,304.817,310.067,305.012,330.053,304.976
RHip,213.566,309.827,218.368,310.012,218.542,309.992,223.503,305.01,223.94,304.767,248.992,304.98,259.286,304.716,269.224,304.793,294.582,305.058,299.783,305.029
RKnee,218.342,436.696,218.361,431.777,218.414,436.645,218.683,426.683,218.83,426.285,223.899,426.521,253.902,416.326,259.118,421.558,269.233,436.63,294.554,436.72
RAnkle,218.458,472.346,218.385,472.347,218.539,472.351,218.786,472.329,218.773,472.308,223.495,472.316,223.787,472.308,254.119,472.325,264.185,472.321,294.576,472.338
LHip,269.274,309.806,269.405,309.998,274.503,309.93,289.527,304.981,294.584,304.85,304.691,304.962,309.967,304.794,330.148,304.868,345.227,304.928,345.595,304.996
LKnee,279.473,431.546,294.416,431.55,299.57,426.788,304.718,421.523,305.01,421.402,330.237,426.739,339.956,426.264,340.537,426.683,350.387,426.766,350.53,431.607
LAnkle,299.503,472.372,300.001,472.371,304.705,472.361,335.268,472.342,340.379,472.335,345.397,472.349,345.676,472.323,350.616,472.353,0.0,0.0,0.0,0.0
REye,228.911,96.995,233.924,101.687,243.929,101.73,253.934,97.0179,259.059,97.0211,264.374,96.9991,269.414,101.689,279.416,96.9779,299.667,96.6556,304.7,91.8025
LEye,258.962,97.0352,259.153,101.74,259.312,101.729,264.207,97.0786,269.426,97.0673,294.472,96.9874,299.56,96.9888,299.875,96.8585,314.859,91.8242,325.064,91.718
REar,218.624,101.955,223.458,102.035,223.657,101.993,228.615,101.96,233.808,102.037,259.02,102.017,263.987,102.219,264.328,102.021,284.486,101.804,299.765,97.0157
LEar,264.134,102.188,264.461,102.246,269.31,102.252,279.397,102.147,294.662,102.088,299.943,102.055,305.043,102.094,315.022,101.823,340.224,96.9947,345.364,96.8828
LBigToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSmallToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHeel,0.0,0.0,0.0,0.0,304.866,472.389,335.311,472.363,340.423,472.357,345.552,472.372,345.63,472.353,350.693,472.378,0.0,0.0,0.0,0.0
RBigToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.746,472.367,0.0,0.0,0.0,0.0,0.0,0.0
RSmallToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.514,472.358,0.0,0.0,0.0,0.0,0.0,0.0
RHeel,218.434,472.37,218.477,472.372,218.679,472.374,223.474,472.356,223.447,472.337,223.706,472.341,223.825,472.322,254.103,472.351,264.426,472.345,294.611,472.36
