,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,228.886,96.5839,228.68,96.5868,223.842,91.8446,223.631,96.5511,223.579,96.7226,223.61,96.7607,223.51,91.8053,218.805,91.6744,218.427,81.6943,218.268,91.5766
neck,228.869,137.205,228.863,137.185,228.831,137.219,223.861,137.287,223.606,137.54,223.626,137.639,218.731,137.357,218.615,137.215,218.35,132.231,213.551,132.381
RShoulder,198.212,132.352,203.262,137.121,198.216,137.153,188.23,137.173,183.228,137.452,183.273,137.576,182.934,137.173,182.893,132.245,177.927,122.265,177.75,127.315
RElbow,167.729,96.8643,167.772,96.8706,157.699,97.0078,142.406,107.056,137.59,112.182,137.411,107.206,137.208,101.907,137.245,96.9729,132.203,86.6878,122.282,91.715
RWrist,147.515,51.0096,142.634,51.1243,142.381,51.1591,137.16,61.2054,132.416,56.5586,127.276,56.2616,112.146,51.1169,107.183,45.9628,0.0,0.0,0.0,0.0
LShoulder,264.481,137.156,264.396,132.429,264.416,132.404,264.213,137.194,264.034,137.444,264.048,137.53,259.138,137.331,258.92,137.138,253.954,127.343,248.874,132.189
LElbow,309.912,81.6905,309.764,81.6721,309.949,81.7244,309.951,96.6851,314.861,101.725,314.875,101.731,309.93,96.8032,304.847,86.7842,299.57,91.6307,299.445,91.751
LWrist,284.522,51.2505,289.552,51.1387,284.548,50.9573,279.352,56.0,279.427,56.3132,284.585,56.3043,284.435,56.0773,289.529,46.0689,294.525,46.0406,284.475,46.0217
MidHip,223.558,264.257,218.814,264.317,218.772,264.368,218.441,264.433,213.563,274.398,213.506,274.337,208.478,274.351,208.37,264.496,198.234,264.301,188.289,264.356
RHip,203.361,264.192,198.224,264.275,193.288,264.318,183.305,264.345,183.05,269.437,182.961,269.378,178.161,269.396,178.093,264.36,177.698,264.14,172.825,264.19
RKnee,218.654,375.697,208.501,380.597,188.291,380.738,178.236,380.943,177.873,385.951,172.783,380.709,152.567,380.764,147.487,375.694,142.731,375.78,142.518,380.613
RAnkle,238.863,472.184,228.748,472.187,223.727,472.202,213.357,472.267,183.32,472.266,177.77,472.264,142.714,472.275,142.507,472.261,142.479,472.262,137.64,472.267
LHip,249.037,264.317,243.966,264.37,243.947,264.454,233.896,269.308,228.91,279.428,228.928,279.358,228.688,279.37,223.901,269.387,223.66,264.416,218.782,264.449
LKnee,223.905,375.734,223.836,375.761,223.608,380.572,218.661,380.728,218.529,385.995,218.305,380.809,218.603,385.779,218.724,381.077,218.752,381.026,218.756,381.044
LAnkle,233.853,472.227,228.818,472.226,228.704,472.232,228.733,472.268,223.742,472.301,218.654,472.279,223.613,472.287,223.645,472.275,223.86,472.286,223.86,472.285
REye,223.662,86.6763,223.565,86.7107,218.81,86.5865,218.631,81.6967,218.588,86.7881,218.613,91.6119,218.526,81.6351,218.373,76.6141,213.285,71.5549,203.426,76.5826
LEye,243.961,86.6364,238.819,86.6187,233.754,81.6204,228.848,81.6468,228.812,86.7182,228.849,86.7508,228.681,81.6065,223.842,76.614,218.815,71.5494,218.695,76.6008
REar,218.415,96.7051,218.44,96.6996,218.275,96.6544,208.418,96.6437,208.328,96.8192,208.386,96.9108,203.424,96.5581,198.23,91.7864,188.222,91.5966,188.073,91.6451
LEar,259.095,96.6728,258.884,96.557,254.134,91.84,253.985,91.8843,253.908,96.702,253.953,96.7037,248.925,91.8654,243.856,91.6645,228.7,86.7724,228.65,91.6161
LBigToe,223.578,472.256,223.527,472.267,223.7,472.281,228.696,472.323,223.891,472.329,218.698,472.305,223.626,472.315,223.605,472.306,223.665,472.312,223.619,472.305
LSmallToe,233.742,472.277,228.751,472.274,233.726,472.287,238.959,472.322,233.744,472.34,233.731,472.293,238.958,472.304,238.924,472.295,248.951,472.31,248.922,472.307
LHeel,233.844,472.261,228.806,472.256,228.627,472.247,228.739,472.266,223.796,472.306,223.498,472.277,223.645,472.284,223.655,472.271,223.855,472.284,223.851,472.283
RBigToe,223.787,472.2,223.602,472.21,223.529,472.233,183.253,472.317,172.945,472.312,157.723,472.308,137.326,472.321,132.422,472.286,132.401,472.283,132.346,472.274
RSmallToe,223.667,472.2,0.0,0.0,0.0,0.0,183.201,472.314,0.0,0.0,157.664,472.31,132.397,472.324,132.336,472.299,132.369,472.295,132.355,472.305
RHeel,243.985,472.217,233.798,472.218,228.622,472.21,0.0,0.0,183.296,472.26,177.85,472.254,147.717,472.26,147.546,472.257,147.559,472.259,142.585,472.258
