,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,380.789,101.748,345.205,106.972,345.254,96.9133,345.183,96.8821,345.167,96.8613,340.24,97.0537,340.023,96.9114,335.312,96.8381,340.033,91.8806,335.228,96.5925
neck,380.618,137.614,350.521,142.614,345.326,137.317,345.234,137.26,345.199,137.34,345.414,137.542,345.196,137.585,340.438,137.351,340.204,137.16,340.14,132.451
RShoulder,335.291,137.298,320.077,142.677,305.077,132.425,305.033,132.379,304.941,137.162,309.845,137.57,304.962,137.636,304.766,137.308,299.916,132.237,299.868,132.198
RElbow,274.285,106.995,279.526,112.205,269.21,96.6795,264.449,96.6081,259.346,101.867,259.304,127.317,259.137,132.4,259.242,112.118,249.039,96.8993,249.068,91.8305
RWrist,294.682,56.147,264.446,76.5402,259.246,50.9554,259.07,51.1407,259.205,56.219,259.022,66.3931,249.008,81.5469,238.935,61.5361,228.649,51.0191,223.837,46.0076
LShoulder,416.303,142.269,386.029,137.646,380.986,137.285,380.865,137.227,380.918,137.324,385.69,137.365,380.921,137.391,380.638,137.227,375.634,132.456,370.724,132.295
LElbow,466.978,127.294,431.544,96.6137,426.343,86.6491,421.636,81.5953,426.395,91.7668,426.406,96.6479,421.648,96.7393,421.388,96.6969,416.4,81.615,406.302,76.5565
LWrist,462.036,76.6214,396.103,56.0912,391.16,56.1888,390.948,56.1482,386.135,56.4962,385.731,56.5447,380.879,56.3606,380.846,56.0838,385.711,51.1826,380.87,46.0129
MidHip,375.617,274.308,360.585,264.44,340.348,264.263,340.193,264.297,340.086,264.234,340.041,264.448,335.265,264.388,335.314,264.254,335.129,264.287,335.036,264.314
RHip,340.51,269.292,340.413,264.502,310.043,264.262,309.839,264.235,305.079,264.175,304.945,264.452,304.904,264.363,304.985,264.235,304.728,264.211,304.675,264.272
RKnee,345.584,380.892,345.566,370.763,340.208,380.672,330.214,380.8,305.069,380.646,304.98,380.948,304.59,380.761,299.638,380.689,294.586,375.634,294.509,370.597
RAnkle,345.403,472.245,360.633,472.198,365.576,472.223,355.456,472.228,350.339,472.206,345.399,472.207,320.087,472.245,309.923,472.25,299.414,472.22,279.412,472.219
LHip,391.059,279.377,385.717,264.368,360.535,264.367,355.564,264.437,350.6,264.384,350.644,269.191,350.445,264.501,350.466,264.377,350.382,264.423,345.622,264.426
LKnee,381.069,385.866,385.786,370.787,350.345,380.669,345.559,380.75,345.222,375.856,340.342,380.618,340.097,380.669,340.151,380.64,345.233,380.697,345.385,375.662
LAnkle,370.721,472.256,391.055,472.206,375.589,472.243,375.637,472.254,355.599,472.242,350.511,472.254,350.625,472.263,360.544,472.276,360.559,472.258,360.562,472.232
REye,375.734,96.7872,340.247,102.013,340.327,91.8317,340.232,91.8042,340.239,91.7685,335.095,96.7306,330.057,96.5667,325.143,91.8041,330.186,86.6231,325.157,86.7965
LEye,385.776,96.8106,345.615,101.907,350.323,91.7381,345.629,91.7018,345.631,91.696,345.208,91.8652,340.487,91.7176,340.419,91.6571,340.506,86.6729,340.336,86.7516
REar,355.42,97.0542,335.135,107.194,335.167,96.8812,335.068,96.8208,330.149,96.7764,325.064,101.778,315.019,97.0688,314.902,96.9073,314.977,91.8716,309.968,96.6734
LEar,390.991,101.76,375.572,102.215,370.684,96.8116,370.639,96.7801,370.58,96.804,360.611,96.8086,355.583,96.7889,350.635,96.7493,350.577,96.654,350.353,96.6493
LBigToe,375.82,472.288,386.066,472.241,360.573,472.294,370.616,472.308,350.546,472.284,345.493,472.289,350.359,472.314,350.471,472.319,350.39,472.289,350.338,472.264
LSmallToe,380.951,472.289,411.193,472.242,380.747,472.307,380.74,472.314,370.732,472.295,355.48,472.299,365.675,472.31,375.768,472.315,380.752,472.294,380.662,472.286
LHeel,0.0,0.0,391.073,472.217,375.702,472.256,375.678,472.267,355.564,472.259,350.419,472.266,355.449,472.27,365.628,472.277,370.585,472.264,370.6,472.249
RBigToe,345.388,472.254,345.395,472.227,350.542,472.217,345.282,472.25,340.411,472.24,335.255,472.248,304.647,472.294,299.742,472.295,284.457,472.265,269.252,472.259
RSmallToe,340.231,472.26,345.257,472.221,350.405,472.213,0.0,0.0,335.257,472.231,0.0,0.0,299.813,472.295,299.572,472.294,279.461,472.257,264.208,472.248
RHeel,0.0,0.0,365.639,472.223,365.623,472.22,355.546,472.229,350.537,472.203,345.516,472.205,325.078,472.242,314.925,472.248,299.748,472.219,289.615,472.23
