,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,254.17,147.532,258.888,142.446,254.131,137.614,254.074,137.495,254.16,137.639,258.91,142.26,258.994,142.645,258.926,142.813,259.043,142.66,259.17,137.579
neck,258.987,183.207,258.86,178.011,254.173,177.705,254.137,172.865,254.084,173.011,258.836,177.714,258.824,177.971,258.921,182.884,258.955,178.055,258.927,177.785
RShoulder,223.539,183.227,223.41,177.933,223.431,177.713,223.487,172.844,218.801,172.92,218.806,172.897,223.401,177.939,223.453,182.88,223.514,178.09,223.612,172.97
RElbow,183.048,157.708,178.18,142.403,183.064,137.315,188.126,122.293,188.255,132.192,183.239,137.196,183.199,142.298,183.122,142.426,183.295,142.34,193.207,117.229
RWrist,183.168,107.131,178.18,97.0077,188.174,91.7857,188.246,76.5531,183.339,81.5952,188.043,91.6027,188.292,96.8763,193.286,96.8924,193.175,96.8485,218.489,81.6801
LShoulder,279.496,182.997,274.454,178.007,274.411,172.975,274.334,172.764,269.495,173.027,274.376,177.802,274.331,177.992,279.416,178.231,284.437,177.98,274.471,177.802
LElbow,315.02,147.559,315.007,142.628,309.859,127.35,309.76,122.24,305.0,127.37,320.057,142.37,315.013,142.593,315.014,147.569,320.065,142.558,325.083,142.613
LWrist,314.967,101.918,309.773,96.9576,304.887,91.6347,304.888,81.7247,304.871,96.6463,304.857,96.9257,304.923,96.9607,314.855,102.058,315.023,97.0612,335.1,101.77
MidHip,258.882,294.658,254.064,289.449,254.071,279.395,258.833,269.213,253.997,274.292,253.981,284.481,254.105,284.525,254.088,294.47,254.099,289.491,258.833,284.438
RHip,228.738,294.664,223.908,284.573,223.861,279.405,228.634,269.246,223.742,274.299,223.813,284.454,228.617,284.476,223.858,294.468,223.869,289.447,228.615,284.413
RKnee,238.817,375.745,228.761,375.646,223.921,370.64,228.73,355.566,223.822,365.539,223.913,375.628,233.704,375.615,228.747,380.661,233.7,380.571,233.852,375.859
RAnkle,233.735,431.615,223.937,426.798,223.645,436.806,223.692,431.673,223.731,431.505,223.846,436.691,223.623,431.762,228.689,436.791,228.868,436.737,228.891,446.855
LHip,264.515,294.689,264.378,289.463,264.448,279.409,264.494,269.254,264.434,274.299,264.33,284.501,264.389,284.547,264.461,294.505,264.455,289.552,264.515,284.446
LKnee,274.417,375.76,264.474,370.753,269.344,365.669,269.361,355.594,269.377,355.508,269.364,365.717,269.314,375.625,269.49,375.81,274.382,375.758,274.494,375.635
LAnkle,259.043,426.809,254.158,426.54,253.869,426.683,254.02,426.625,253.943,426.279,253.99,426.783,243.868,431.554,249.026,426.738,238.924,431.635,243.979,441.751
REye,243.993,142.62,248.942,137.58,248.863,137.378,243.919,137.244,248.925,137.371,249.019,137.369,249.02,142.298,248.952,142.558,249.086,142.353,254.101,137.277
LEye,259.102,142.605,259.188,137.497,259.063,137.263,259.0,137.138,259.105,137.321,259.218,137.331,259.246,142.286,259.144,142.504,259.261,142.309,264.04,137.231
REar,228.927,157.673,228.923,142.611,228.81,142.398,228.651,142.25,228.73,142.321,228.793,142.346,228.707,142.689,228.791,152.606,228.792,142.805,233.785,142.328
LEar,264.374,147.772,264.488,142.532,264.264,142.283,264.166,137.557,264.262,142.362,264.453,142.353,269.191,142.667,264.398,147.521,269.236,142.68,269.364,142.331
LBigToe,264.109,436.647,259.176,431.689,253.99,472.146,254.159,436.697,259.008,431.527,258.966,472.152,243.941,472.167,249.006,472.145,233.777,472.178,243.943,472.205
LSmallToe,0.0,0.0,264.366,431.65,264.176,431.824,264.24,431.757,264.285,426.712,0.0,0.0,259.112,472.158,259.295,431.832,253.946,472.174,259.005,472.197
LHeel,254.092,431.754,249.064,426.667,243.89,431.511,248.886,426.676,248.86,426.324,248.912,431.667,228.706,472.141,243.795,431.639,228.818,441.746,233.726,472.176
RBigToe,0.0,0.0,233.797,431.75,0.0,0.0,228.755,436.759,228.874,436.635,223.859,472.168,223.692,472.157,228.749,472.171,228.803,472.176,228.866,472.178
RSmallToe,0.0,0.0,223.558,431.807,0.0,0.0,218.65,436.846,223.493,436.696,218.681,472.174,218.482,472.16,223.527,472.168,223.588,472.174,223.632,472.182
RHeel,233.778,436.762,228.631,436.662,223.728,472.18,223.725,441.814,223.752,436.657,223.836,446.843,223.55,441.753,228.716,472.169,228.788,472.156,228.813,472.173
