,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,335.214,147.625,330.016,142.81,309.813,142.534,304.9,142.408,299.571,142.679,294.692,142.764,279.343,152.642,269.498,147.509,269.248,142.511,269.259,137.386
neck,340.227,183.132,335.216,182.865,309.911,178.056,304.741,177.927,299.752,178.093,299.671,182.925,284.457,182.876,279.464,182.826,274.389,177.947,269.278,172.757
RShoulder,304.791,183.174,304.605,183.005,294.472,178.044,274.454,177.97,264.51,178.228,264.286,183.016,258.872,182.912,258.897,182.879,259.198,178.01,253.868,172.724
RElbow,274.293,157.695,264.29,167.873,253.985,137.58,248.937,142.416,228.827,152.559,223.771,162.763,218.681,167.801,218.365,152.609,218.356,142.692,203.4,127.247
RWrist,269.31,122.217,259.061,132.318,259.119,96.8733,228.837,101.946,218.587,112.071,218.596,112.069,218.343,122.153,218.678,102.084,218.328,101.863,218.387,76.669
LShoulder,365.721,182.895,355.425,178.029,340.327,178.041,335.135,177.914,325.147,177.882,325.105,178.106,309.877,178.137,304.902,178.048,299.579,177.856,299.754,172.905
LElbow,401.192,147.465,396.107,137.382,380.687,137.349,370.716,137.429,370.644,137.339,365.726,137.586,365.544,142.515,350.496,137.568,345.284,137.344,340.219,132.288
LWrist,386.079,107.057,381.025,97.0148,380.983,96.6228,380.595,96.8085,345.589,91.8144,345.351,96.7392,345.333,101.851,340.473,96.8903,340.421,91.8476,345.293,91.8115
MidHip,340.218,299.458,335.261,294.536,310.01,294.495,305.012,289.56,299.688,294.479,299.506,294.684,289.503,294.532,284.454,294.601,279.456,289.493,274.288,274.361
RHip,310.012,299.467,304.97,294.507,299.72,294.531,294.697,289.582,269.493,294.546,269.289,294.707,264.089,294.597,264.044,294.666,274.326,289.437,259.34,274.454
RKnee,299.744,375.8,299.64,375.696,299.43,380.962,294.433,380.849,274.281,380.9,269.217,380.868,264.204,380.631,264.247,385.772,284.506,380.828,264.392,380.639
RAnkle,299.431,472.197,299.566,472.182,299.682,472.201,299.615,472.21,294.723,472.218,294.458,472.217,294.675,472.201,299.504,472.224,304.75,472.214,294.725,472.179
LHip,355.447,299.461,350.328,294.504,340.187,289.664,335.264,289.498,314.899,289.627,309.86,294.664,304.789,289.653,304.561,294.503,289.573,284.556,299.584,269.497
LKnee,365.68,380.815,355.447,375.66,345.599,380.636,345.477,375.798,340.203,370.784,340.0,380.576,314.902,375.585,304.953,380.703,294.619,380.798,299.586,370.654
LAnkle,375.66,472.185,375.667,472.168,370.63,472.201,375.573,472.195,365.58,472.166,350.473,436.711,345.176,441.815,340.071,472.192,314.99,472.213,304.726,472.173
REye,325.012,142.723,314.853,142.565,304.722,142.26,299.86,137.536,294.481,142.472,284.563,142.505,269.186,142.759,264.352,142.531,264.226,137.65,264.176,132.31
LEye,340.124,142.609,335.106,142.437,315.019,137.615,309.891,137.441,299.786,142.39,299.623,142.464,289.635,142.681,284.427,142.402,274.398,137.558,279.385,132.334
REar,309.934,157.629,304.863,147.723,299.559,142.807,294.537,142.669,279.437,147.733,269.473,147.747,259.365,152.567,259.279,147.682,259.334,142.806,258.908,137.568
LEar,345.442,147.615,340.5,142.768,330.166,142.637,320.043,142.463,305.066,142.713,304.982,147.522,304.584,147.599,299.556,142.725,289.63,142.589,294.588,137.494
LBigToe,370.659,472.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.365,472.185,345.29,472.2,335.199,472.211,0.0,0.0,304.936,472.243
LSmallToe,385.841,472.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.665,472.191,355.538,472.198,345.268,472.23,0.0,0.0,314.892,472.232
LHeel,375.612,472.212,375.634,472.203,0.0,0.0,375.603,472.216,365.594,472.189,350.46,472.157,345.321,472.179,340.242,472.213,314.909,472.235,304.634,472.19
RBigToe,294.639,472.242,299.516,472.234,299.647,472.244,299.54,472.247,294.613,472.249,289.522,472.25,284.515,472.242,279.372,472.26,289.57,472.245,284.494,472.212
RSmallToe,284.499,472.237,289.539,472.233,294.578,472.244,294.596,472.259,289.433,472.26,279.444,472.253,274.351,472.237,269.426,472.256,0.0,0.0,0.0,0.0
RHeel,299.709,472.219,299.822,472.207,299.875,472.217,299.897,472.222,299.71,472.228,299.494,472.225,299.602,472.209,299.634,472.228,304.716,472.231,294.684,472.19
