,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,380.599,152.641,380.789,147.735,380.709,147.531,380.681,147.514,380.646,147.499,380.643,147.677,380.621,152.688,375.738,157.687,370.622,147.78,355.606,147.614
neck,375.614,183.31,380.682,183.211,380.725,183.078,380.668,183.066,380.677,183.062,375.83,183.237,375.694,183.376,370.699,188.084,360.618,183.271,355.593,182.976
RShoulder,340.41,183.255,345.296,183.208,345.306,183.056,345.235,182.95,345.242,183.002,345.136,183.186,340.376,183.297,340.371,183.38,340.102,183.291,335.251,182.946
RElbow,304.574,152.722,305.028,152.769,304.972,147.518,309.799,142.743,304.969,142.752,309.782,147.534,299.906,152.641,299.842,167.746,299.786,147.736,299.721,142.334
RWrist,319.905,107.044,320.055,107.104,305.019,101.9,305.043,102.04,309.757,101.912,320.006,101.846,304.974,107.103,309.766,122.158,309.83,106.911,304.914,96.7078
LShoulder,391.181,183.284,401.234,183.13,406.129,182.951,401.178,183.022,401.152,182.961,396.036,183.207,396.058,183.356,391.043,188.054,386.127,183.224,385.989,182.913
LElbow,446.745,152.685,441.783,142.808,441.677,142.527,436.651,142.59,436.779,142.593,441.716,147.646,441.78,147.696,441.721,157.649,436.57,147.653,431.521,142.416
LWrist,421.26,107.117,426.495,101.928,426.741,96.8864,436.757,101.793,436.721,97.044,441.79,106.959,426.348,107.003,421.48,117.135,416.389,106.937,421.549,96.9646
MidHip,370.595,299.61,365.693,299.494,365.682,299.428,360.656,299.458,365.567,299.426,365.61,294.746,365.611,299.713,370.667,299.52,360.54,299.534,355.432,299.531
RHip,345.207,299.488,345.172,294.658,345.175,294.593,340.529,294.599,345.133,294.575,345.18,294.557,345.132,299.586,345.314,294.735,340.491,299.462,340.309,299.459
RKnee,335.242,375.764,335.307,375.701,340.07,375.647,339.98,375.826,339.972,375.696,340.01,365.587,340.106,375.77,339.977,365.639,330.141,375.59,330.027,375.745
RAnkle,320.067,472.202,335.219,441.829,340.196,431.797,335.118,472.176,339.96,472.164,335.221,436.624,340.179,446.886,340.101,431.559,325.071,472.182,309.797,472.19
LHip,385.827,299.674,385.789,299.575,385.771,299.524,381.088,299.57,385.685,299.527,385.691,299.497,385.707,299.787,385.816,299.592,381.021,299.566,380.829,299.606
LKnee,381.079,380.913,381.045,380.823,380.916,380.642,380.896,380.843,380.877,380.709,380.866,375.782,380.873,380.983,381.028,380.641,380.873,380.665,380.785,380.692
LAnkle,380.719,472.221,380.68,446.869,380.728,431.822,370.811,472.186,375.629,446.895,375.805,436.708,375.585,472.188,380.681,436.714,375.824,472.194,375.678,472.195
REye,370.626,147.504,375.675,142.728,375.645,142.572,375.623,142.548,375.572,142.547,370.723,142.723,370.622,147.546,360.656,147.695,350.636,142.802,345.625,142.668
LEye,380.844,147.562,381.073,142.801,381.016,142.65,381.031,142.625,380.977,142.602,380.914,142.759,380.899,147.586,380.661,147.724,375.731,142.774,370.568,142.583
REar,345.637,157.795,355.549,157.628,355.62,152.553,355.62,147.762,355.583,152.582,350.631,157.678,345.641,162.806,345.511,162.788,345.252,157.751,340.406,157.658
LEar,386.076,152.643,390.993,152.566,390.943,147.757,390.952,147.757,390.966,147.721,386.113,152.603,386.142,157.654,385.765,162.775,380.908,157.63,380.598,147.755
LBigToe,380.724,472.247,380.794,472.197,380.892,441.772,0.0,0.0,375.79,472.197,375.853,451.953,375.634,472.216,380.783,472.17,0.0,0.0,375.661,472.225
LSmallToe,386.099,472.247,386.069,472.186,386.106,436.731,0.0,0.0,385.882,472.188,385.9,446.907,385.751,472.215,386.045,472.163,0.0,0.0,385.884,472.231
LHeel,380.645,472.208,375.834,472.145,380.598,431.77,370.675,472.175,370.604,472.163,375.578,436.733,370.688,472.178,0.0,0.0,375.73,472.175,375.66,472.2
RBigToe,314.878,472.247,330.2,472.197,335.314,472.163,320.074,472.214,0.0,0.0,335.185,441.852,335.055,472.194,340.224,441.744,320.023,472.229,304.843,472.226
RSmallToe,304.796,472.225,314.921,472.185,325.01,472.15,309.833,472.189,0.0,0.0,314.881,441.741,314.918,472.184,325.1,436.787,304.873,472.216,299.701,472.213
RHeel,330.043,472.22,340.071,472.175,340.363,441.772,335.183,472.199,0.0,0.0,339.993,441.837,340.26,472.196,340.246,431.771,330.136,472.19,314.855,472.215
