,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,426.34,147.764,426.35,147.72,426.387,147.747,426.378,152.642,426.305,152.699,426.311,152.728,421.5,152.727,421.382,152.735,421.215,152.702,421.237,152.667
neck,421.429,193.195,421.442,188.277,421.447,188.358,421.456,193.308,421.518,193.265,421.534,188.302,421.416,193.138,421.429,188.348,421.404,193.131,421.309,188.263
RShoulder,385.679,188.07,381.095,183.291,381.032,183.318,385.692,188.157,385.76,188.133,385.85,188.073,385.685,188.163,385.672,188.114,381.105,188.146,381.015,188.088
RElbow,345.27,223.535,345.173,223.523,345.253,223.918,350.536,233.791,365.653,238.851,370.657,243.832,360.62,243.843,355.621,233.872,365.656,238.778,365.672,233.887
RWrist,350.577,218.416,370.623,208.366,355.539,243.835,355.609,253.988,375.641,259.127,370.609,223.672,370.769,223.842,355.643,233.843,370.605,259.313,370.594,259.316
LShoulder,461.731,198.368,461.78,193.261,461.874,198.317,461.793,203.348,461.881,203.274,461.815,193.261,457.032,193.215,461.742,193.196,457.006,193.19,456.878,188.216
LElbow,482.376,253.933,477.235,249.005,467.152,248.996,466.915,254.151,467.052,258.934,467.055,249.089,467.004,253.912,472.175,249.0,492.411,253.96,492.317,233.878
LWrist,462.0,264.168,461.755,264.407,456.946,264.478,456.917,264.197,461.804,264.053,461.98,258.926,461.831,259.252,462.159,264.053,467.12,228.757,477.149,223.762
MidHip,406.138,304.714,406.211,304.668,406.127,304.694,406.238,304.796,411.253,304.808,411.288,304.625,411.257,304.695,411.147,304.734,406.204,304.796,401.206,304.781
RHip,381.002,304.596,381.051,299.931,380.995,304.555,381.052,304.636,385.748,304.638,385.776,299.921,385.731,304.588,381.102,304.624,381.062,304.669,380.979,304.644
RKnee,380.545,385.819,380.551,385.768,380.556,385.787,380.574,385.932,380.593,385.908,380.607,385.905,380.579,386.01,380.56,386.065,380.543,386.179,375.857,386.081
RAnkle,355.627,472.231,360.632,472.228,365.591,472.217,360.666,472.22,365.627,472.213,370.787,472.219,370.608,472.226,370.61,472.227,365.562,472.243,355.543,472.255
LHip,426.361,304.885,426.402,304.848,426.335,304.87,426.425,304.986,426.586,304.999,426.553,304.778,426.556,304.854,426.48,304.909,426.399,304.98,426.286,304.958
LKnee,421.276,386.221,421.325,386.199,421.289,386.219,421.344,391.13,421.372,391.079,421.393,386.083,421.354,391.042,421.331,391.071,421.272,396.206,421.228,396.124
LAnkle,401.181,472.258,406.214,472.263,406.237,472.259,406.257,472.259,406.161,472.251,411.164,472.246,406.268,472.26,411.242,472.259,406.233,472.275,406.18,472.278
REye,421.441,142.648,421.429,142.634,421.498,142.63,421.51,142.726,421.42,142.766,421.435,147.542,421.145,147.547,416.348,147.514,411.37,147.487,416.135,142.801
LEye,431.469,142.752,431.468,142.717,431.527,142.712,431.484,147.488,426.751,147.52,426.726,147.563,426.461,147.536,426.361,147.539,421.617,147.505,421.634,142.806
REar,411.193,147.525,411.233,147.515,411.324,147.493,416.141,147.598,411.37,147.561,416.147,147.675,401.246,147.712,401.154,147.732,396.197,152.564,396.03,147.674
LEar,441.691,152.595,441.641,147.738,441.807,147.707,441.765,152.636,441.665,147.769,436.708,147.757,431.664,147.658,431.644,147.63,431.493,147.674,431.47,147.617
LBigToe,406.269,472.262,0.0,0.0,0.0,0.0,416.401,472.254,416.299,472.246,416.328,472.248,416.395,472.257,421.193,472.254,0.0,0.0,416.311,472.276
LSmallToe,421.379,472.254,0.0,0.0,0.0,0.0,421.561,472.251,421.53,472.245,421.598,472.251,421.548,472.255,426.406,472.25,0.0,0.0,421.408,472.271
LHeel,396.046,472.24,401.164,472.248,401.201,472.243,406.101,472.243,401.057,472.232,401.2,472.234,406.108,472.244,406.238,472.245,401.204,472.265,401.096,472.266
RBigToe,350.437,472.27,350.596,472.269,355.507,472.26,0.0,0.0,0.0,0.0,360.608,472.258,0.0,0.0,360.586,472.268,355.541,472.282,350.49,472.294
RSmallToe,345.296,472.243,345.397,472.239,345.427,472.232,0.0,0.0,0.0,0.0,350.41,472.233,0.0,0.0,350.429,472.249,350.367,472.264,345.404,472.278
RHeel,0.0,0.0,365.588,472.234,365.675,472.227,0.0,0.0,365.673,472.222,370.746,472.225,370.613,472.231,370.613,472.231,365.586,472.245,355.577,472.257
