,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,456.937,259.034,456.843,258.91,446.784,254.113,446.694,254.168,431.573,258.878,426.688,259.038,426.272,259.109,421.382,259.136,416.374,259.163,401.158,258.985
neck,461.697,299.428,456.941,299.477,451.807,294.708,436.706,299.598,431.735,299.626,431.527,299.668,421.589,299.636,421.311,299.408,421.148,299.695,401.112,299.741
RShoulder,426.263,299.557,421.49,299.59,421.209,299.509,411.193,299.728,406.222,299.814,406.138,299.833,386.041,299.688,385.84,299.497,381.062,299.842,370.737,299.933
RElbow,391.084,330.195,385.788,335.003,380.986,335.26,380.855,340.068,385.736,335.254,385.916,325.097,421.402,315.008,386.038,335.125,345.418,340.159,335.275,340.382
RWrist,426.458,299.711,421.53,299.885,416.176,304.979,391.074,304.904,370.64,299.817,360.57,299.748,461.96,274.354,416.354,299.682,380.978,310.023,355.607,315.021
LShoulder,477.267,299.447,482.223,299.414,477.136,294.585,472.119,299.423,467.234,299.406,466.905,299.487,456.906,299.534,446.825,299.395,441.702,299.548,431.666,299.473
LElbow,522.788,264.473,527.985,264.302,527.973,264.301,522.909,264.258,512.739,264.142,502.587,264.332,497.571,264.522,492.379,269.463,477.185,264.32,477.135,259.276
LWrist,522.831,223.889,512.805,223.428,507.613,218.667,507.653,218.712,502.652,223.659,502.272,223.829,482.312,228.721,472.13,223.811,467.132,223.819,462.106,223.67
MidHip,456.908,416.313,451.841,416.39,446.758,416.286,436.639,416.338,431.608,421.207,426.634,421.35,426.286,421.451,421.481,421.171,421.243,421.271,416.193,421.486
RHip,426.451,416.266,421.61,416.316,421.471,416.235,421.214,416.329,416.431,421.201,411.362,421.346,401.137,421.482,391.194,421.249,386.236,421.318,385.759,421.588
RKnee,421.448,472.264,421.35,472.259,421.232,472.263,421.22,472.254,416.379,472.268,396.177,472.277,391.055,472.297,391.052,472.256,386.216,472.275,386.017,472.293
RAnkle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHip,472.053,416.327,467.316,416.388,467.132,416.291,466.919,416.318,462.108,421.255,461.736,421.441,451.831,421.504,436.779,421.163,431.649,421.292,426.739,421.44
LKnee,467.293,472.254,467.008,472.25,467.099,472.259,467.007,472.249,462.062,472.254,456.824,472.264,451.718,472.281,446.75,472.265,441.629,472.262,431.594,472.283
LAnkle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REye,446.798,254.068,446.741,253.977,431.787,249.014,431.653,249.013,426.464,249.069,426.289,254.039,421.343,254.099,416.325,254.139,406.282,258.867,391.008,254.041
LEye,461.942,254.018,461.849,253.925,456.92,249.044,456.83,249.067,441.642,249.032,436.559,253.963,426.72,254.078,426.312,254.144,421.429,254.175,416.148,253.973
REar,431.537,259.119,431.505,259.099,426.589,258.913,426.326,259.015,421.381,259.07,421.225,259.167,411.226,259.129,396.145,259.157,391.117,259.316,385.794,259.136
LEar,467.095,259.13,467.008,259.108,462.194,259.013,462.075,259.071,461.713,258.928,456.807,259.039,441.657,259.155,426.801,259.224,426.631,259.308,421.488,259.063
LBigToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSmallToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHeel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBigToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSmallToe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHeel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
