,0 - X data,0 - Y data,1 - X data,1 - Y data,2 - X data,2 - Y data,3 - X data,3 - Y data,4 - X data,4 - Y data,5 - X data,5 - Y data,6 - X data,6 - Y data,7 - X data,7 - Y data,8 - X data,8 - Y data,9 - X data,9 - Y data
nose,391.189,137.574,391.137,137.27,386.217,137.483,386.234,137.654,385.813,142.276,380.965,137.454,375.788,132.451,355.636,137.179,355.42,137.182,345.269,137.591
neck,396.178,177.858,391.117,172.936,386.221,177.865,385.933,178.037,380.94,177.801,380.768,172.985,375.736,172.722,355.431,167.844,345.557,172.905,340.48,177.798
RShoulder,375.62,177.773,365.643,167.785,355.54,172.956,350.58,177.791,345.416,172.87,345.27,172.805,340.317,162.768,334.999,162.716,320.065,167.945,309.752,173.01
RElbow,340.225,107.031,340.441,97.0512,340.393,96.998,345.214,107.11,305.076,102.145,314.915,102.016,314.909,101.712,309.872,101.723,304.909,101.839,294.597,112.038
RWrist,340.398,56.0887,340.05,46.1569,340.044,46.1374,340.432,56.3242,330.206,61.2075,325.112,56.4475,309.797,46.0051,304.939,51.1088,304.745,56.1523,299.631,61.2134
LShoulder,431.474,177.799,426.61,177.742,426.459,177.986,421.585,178.147,416.419,177.849,416.182,172.931,396.073,172.887,386.044,172.918,381.003,177.834,380.613,177.891
LElbow,467.136,112.001,467.284,122.306,467.303,112.155,466.943,127.258,456.787,132.188,436.626,107.088,426.613,112.107,426.696,106.916,426.349,107.029,416.214,122.171
LWrist,477.278,56.4712,477.197,81.5771,466.994,56.3332,461.986,66.4193,461.731,66.5518,441.688,56.2873,431.646,56.5029,426.285,56.1327,421.313,56.3851,421.192,66.3957
MidHip,385.974,304.578,385.933,299.767,385.723,304.945,381.014,305.048,380.588,304.928,375.573,299.803,355.522,299.855,345.639,299.649,345.193,299.687,335.32,304.735
RHip,370.611,299.877,365.714,299.655,355.486,304.869,350.552,304.994,345.425,304.849,345.184,299.704,340.163,299.787,335.047,299.597,319.974,299.658,304.884,304.742
RKnee,345.459,396.177,345.354,395.999,345.154,416.214,345.199,411.323,340.224,416.344,339.999,401.104,330.139,401.246,324.958,396.166,315.034,406.272,304.938,421.238
RAnkle,340.254,472.282,340.083,472.273,335.311,472.305,340.017,472.296,335.143,472.281,325.169,472.249,314.955,472.276,314.844,472.278,319.981,472.267,310.08,472.294
LHip,416.368,304.739,416.344,304.571,416.219,309.779,411.194,309.859,396.017,305.057,386.156,299.934,381.07,299.89,380.727,299.73,370.77,299.777,350.502,304.806
LKnee,416.423,411.335,416.408,411.329,416.434,421.45,416.276,421.524,406.287,421.481,391.035,401.135,390.902,406.298,386.145,406.153,385.796,401.149,380.864,411.338
LAnkle,411.361,472.288,416.182,472.286,416.277,472.312,416.181,472.298,416.274,472.302,416.186,472.274,406.159,472.277,401.228,472.286,406.142,472.283,401.229,472.299
REye,386.041,137.241,386.02,132.229,385.81,132.447,385.815,137.273,380.895,137.326,380.597,132.409,365.603,127.308,345.669,127.215,345.46,127.249,340.328,137.19
LEye,406.175,137.167,406.143,132.229,396.148,132.443,396.131,137.308,386.236,137.324,385.872,132.427,380.785,127.314,370.791,132.156,365.737,132.168,350.362,137.159
REar,380.828,137.662,380.714,137.376,380.548,137.548,380.555,137.677,370.59,137.676,360.555,137.475,345.507,137.186,340.388,137.124,340.188,137.284,330.126,137.561
LEar,421.301,137.473,421.163,137.321,416.408,137.451,416.206,137.546,401.222,137.591,391.071,137.382,385.826,137.238,380.887,137.262,380.587,137.36,365.698,137.41
LBigToe,411.308,472.338,411.317,472.333,411.281,472.366,411.24,472.354,411.263,472.359,401.252,472.329,396.036,472.349,396.116,472.343,0.0,0.0,0.0,0.0
LSmallToe,421.25,472.333,421.308,472.33,0.0,0.0,0.0,0.0,421.294,472.355,421.48,472.316,411.286,472.337,416.349,472.326,0.0,0.0,0.0,0.0
LHeel,0.0,0.0,0.0,0.0,416.247,472.336,0.0,0.0,416.296,472.314,416.225,472.277,0.0,0.0,401.112,472.288,0.0,0.0,0.0,0.0
RBigToe,340.14,472.341,340.099,472.326,335.199,472.371,335.292,472.369,335.126,472.365,325.064,472.328,314.976,472.355,314.861,472.344,314.95,472.341,0.0,0.0
RSmallToe,335.3,472.342,335.23,472.328,325.152,472.364,330.077,472.363,315.01,472.366,325.073,472.328,314.933,472.35,309.965,472.341,314.875,472.342,0.0,0.0
RHeel,340.267,472.275,340.114,472.268,340.069,472.315,340.134,472.296,335.211,472.273,330.191,472.24,325.025,472.26,325.023,472.264,330.104,472.259,320.047,472.291
